年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street,date
10501(實價),公寓,嘉義市嘉義市西榮街1~30號,26.6,3房/1廳/2衛,1 /共5層,39.1,0,--,#NAME?,6.4,250萬,600台灣嘉義市西區西榮街2號,23.472681,120.4458879,導明里,2016/1/1
10512(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,12.1,3房/1廳/2衛,9 /共14層,61.96,14.71,--,#NAME?,6.8,423萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/12/1
10511(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,12,3房/2廳/2衛,5 /共14層,62.38,13.91,--,#NAME?,8.4,525萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/11/1
10511(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,12,3房/1廳/2衛,2 /共14層,60.92,13.48,--,#NAME?,5.6,340萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/11/1
10511(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,12,3房/2廳/2衛,10 /共14層,57.07,9.46,--,#NAME?,9.5,540萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/11/1
10511(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,12,3房/2廳/2衛,5 /共14層,56.84,8.79,--,#NAME?,9.4,535萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/11/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,9 /共14層,60.92,13.48,--,#NAME?,5.6,340萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,1 /共14層,56.84,8.96,--,#NAME?,5.6,318萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,1 /共14層,56.84,8.96,--,#NAME?,5.6,318萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,1 /共14層,56.84,8.96,--,#NAME?,5.6,318萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,14 /共14層,56.84,8.96,--,#NAME?,5.6,318萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,14 /共14層,60.92,13.48,--,#NAME?,5.6,340萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,1 /共14層,56.58,8.95,--,#NAME?,5.6,319萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,1 /共14層,60.97,13.51,--,#NAME?,5.6,341萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,5 /共14層,60.92,13.48,--,#NAME?,5.6,340萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,1 /共14層,61.96,14.71,--,#NAME?,6.8,423萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,1 /共14層,56.58,8.95,--,#NAME?,5.6,319萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,10 /共14層,61.96,14.71,--,#NAME?,6.8,423萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10510(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.9,3房/1廳/2衛,12 /共14層,61.96,14.71,--,#NAME?,6.8,423萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/10/1
10506(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.6,3房/2廳/2衛,0 /共14層,61.96,14.71,--,#NAME?,9.2,570萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/6/1
10505(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,11.5,3房/2廳/2衛,8 /共14層,57.07,9.46,--,#NAME?,7.4,420萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/5/1
10504(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,11.4,4房/2廳/2衛,9 /共14層,56.84,8.79,--,#NAME?,9.9,560萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/4/1
10503(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,11.3,3房/2廳/2衛,5 /共14層,62.38,13.91,--,#NAME?,9.1,568萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2016/3/1
10510(實價),透天厝,嘉義市嘉義市育人路212巷1~30號,21.3,4房/1廳/3衛,1 /共4層,49.25,27.02,--,#NAME?,12.3,606萬,600台灣嘉義市西區育人路160巷1號,23.4727384,120.4180206,港坪里,2016/10/1
10506(實價),透天厝,嘉義市嘉義市育人路563巷1~30號,10,4房/2廳/3衛,1 /共3層,49.95,32.12,--,#NAME?,16.4,820萬,600台灣嘉義市西區育人路160巷1號,23.4727384,120.4180206,港坪里,2016/6/1
10510(實價),透天厝,嘉義市嘉義市育人路160巷31~60號,1.5,4房/3廳/5衛,1 /共3層,60.22,28.95,--,#NAME?,14.2,856萬,600台灣嘉義市西區育人路160巷25-83號,23.4735366,120.4189194,港坪里,2016/10/1
10508(實價),透天厝,嘉義市嘉義市育人路160巷31~60號,1.3,4房/3廳/5衛,1 /共3層,58.3,31.53,--,#NAME?,15.1,880萬,600台灣嘉義市西區育人路160巷25-83號,23.4735366,120.4189194,港坪里,2016/8/1
10508(實價),透天厝,嘉義市嘉義市育人路160巷31~60號,1.3,4房/3廳/5衛,1 /共3層,61.3,27.89,--,#NAME?,14.4,882萬,600台灣嘉義市西區育人路160巷25-83號,23.4735366,120.4189194,港坪里,2016/8/1
10504(實價),透天厝,嘉義市嘉義市育人路160巷31~60號,1,4房/3廳/5衛,1 /共3層,61.61,34.76,--,#NAME?,14.6,899萬,600台灣嘉義市西區育人路160巷25-83號,23.4735366,120.4189194,港坪里,2016/4/1
10502(實價),透天厝,嘉義市嘉義市育人路160巷61~90號,0.8,4房/3廳/5衛,1 /共3層,58.75,32.08,--,#NAME?,15.3,898萬,600台灣嘉義市西區育人路160巷25-83號,23.4736601,120.4192517,港坪里,2016/2/1
10503(實價),透天厝,嘉義市嘉義市育人路165巷61~90號,3.9,4房/2廳/3衛,1 /共4層,57,35.29,--,#NAME?,12.4,705萬,600台灣嘉義市西區育人路165巷39號,23.4713824,120.4167225,港坪里,2016/3/1
10509(實價),透天厝,嘉義市嘉義市育人路258巷58弄1~30號,17.8,4房/3廳/5衛,1 /共4層,50.45,22.7,--,#NAME?,11.2,565萬,600台灣嘉義市西區育人路258巷76號,23.4743293,120.4163811,港坪里,2016/9/1
10501(實價),透天厝,嘉義市嘉義市育人路778巷32弄1~30號,24.1,5房/3廳/2衛,1 /共3層,45.44,26.97,--,#NAME?,7.4,335萬,600台灣嘉義市西區育人路88號,23.4725877,120.4184826,港坪里,2016/1/1
10510(實價),套房(含車位),嘉義市嘉義市延平街241~270號,22.8,1房/1廳/1衛,8 /共8層,18.11,2.3,--,#NAME?,7.2,130萬,600台灣嘉義市西區延平街270號,23.4767659,120.4491366,文化里,2016/10/1
10505(實價),透天厝,嘉義市嘉義市延平街271~300號,54.3,4房/1廳/1衛,1 /共4層,46.49,38.12,--,#NAME?,26.9,1250萬,600台灣嘉義市西區延平街273號,23.4767004,120.4493225,文化里,2016/5/1
10502(實價),華廈,嘉義市嘉義市延平街271~300號,37.9,3房/2廳/2衛,5 /共7層,29.57,4.98,--,#NAME?,7.1,210萬,600台灣嘉義市西區延平街273號,23.4767004,120.4493225,文化里,2016/2/1
10508(實價),華廈,嘉義市嘉義市延平街331~360號,23.8,0房/0廳/0衛,6 /共10層,69.25,8.26,--,#NAME?,4.3,300萬,600台灣嘉義市西區延平街359號,23.4763077,120.4452493,西榮里,2016/8/1
10510(實價),華廈,嘉義市嘉義市延平街361~390號,20.8,3房/2廳/2衛,3 /共6層,30.2,5.04,--,#NAME?,11.1,335萬,600台灣嘉義市西區延平街361號,23.4763429,120.4452048,西榮里,2016/10/1
10509(實價),套房(含車位),嘉義市嘉義市延平街361~390號,20.8,1房/1廳/1衛,4 /共6層,13.58,2.39,--,#NAME?,9.6,130萬,600台灣嘉義市西區延平街361號,23.4763429,120.4452048,西榮里,2016/9/1
10510(實價),華廈,嘉義市嘉義市忠順一街1~30號,23.6,1房/0廳/1衛,8 /共8層,9.58,1.25,--,#NAME?,8.9,85萬,600台灣嘉義市西區忠順一街30號,23.4842808,120.4345523,竹圍里,2016/10/1
10503(實價),華廈,嘉義市嘉義市西區忠義街181~210號,27,3房/2廳/2衛,6 /共10層,53.3,5.29,--,#NAME?,7.1,380萬,600台灣嘉義市西區忠義街166號,23.4815516,120.447199,國華里,2016/3/1
10510(實價),透天厝,嘉義市嘉義市忠義街63巷1~30號,0.9,3房/2廳/3衛,1 /共4層,82.3,31.16,--,#NAME?,19.4,1600萬,600台灣嘉義市西區忠義街1號,23.4740467,120.4477428,新富里,2016/10/1
10504(實價),店面(店鋪),嘉義市嘉義市忠義街211~240號,38.7,3房/2廳/2衛,1 /共2層,43.39,27.53,--,#NAME?,18.7,810萬,600台灣嘉義市西區忠義街211號,23.4831206,120.4469167,國華里,2016/4/1
10511(實價),華廈,嘉義市嘉義市忠義街61~90號,23.8,4房/2廳/2衛,3 /共6層,49.51,8.79,--,#NAME?,7.7,380萬,600台灣嘉義市西區忠義街50號,23.4769498,120.4476631,文化里,2016/11/1
10508(實價),華廈,嘉義市嘉義市忠義街61~90號,23.5,2房/1廳/1衛,2 /共6層,24.33,4.67,--,#NAME?,9,220萬,600台灣嘉義市西區忠義街50號,23.4769498,120.4476631,文化里,2016/8/1
10505(實價),華廈,嘉義市嘉義市忠義街61~90號,23.3,2房/1廳/1衛,4 /共6層,25.88,4.67,--,#NAME?,8.9,230萬,600台灣嘉義市西區忠義街50號,23.4769498,120.4476631,文化里,2016/5/1
10504(實價),透天厝,嘉義市嘉義市杭州三街74巷1~30號,31.2,4房/2廳/2衛,1 /共2層,39.59,32.32,--,#NAME?,17.4,690萬,600台灣嘉義市西區杭州三街30號,23.4665743,120.4445746,美源里,2016/4/1
10502(實價),透天厝,嘉義市嘉義市杭州四街1~30號,31.3,3房/2廳/3衛,1 /共2層,40.24,49.14,--,#NAME?,20.6,828萬,600台灣嘉義市西區杭州四街1號,23.4658391,120.4443875,美源里,2016/2/1
10509(實價),華廈,嘉義市嘉義市杭州四街61~90號,27.7,2房/2廳/1衛,5 /共7層,22.08,4.86,--,#NAME?,10.4,230萬,600台灣嘉義市西區杭州四街42號,23.4672318,120.4450469,美源里,2016/9/1
10506(實價),華廈,嘉義市嘉義市杭州四街61~90號,27.4,2房/1廳/1衛,7 /共7層,31.86,7.08,--,#NAME?,8.9,285萬,600台灣嘉義市西區杭州四街42號,23.4672318,120.4450469,美源里,2016/6/1
10510(實價),透天厝,嘉義市嘉義市松江二街31~60號,39.4,4房/2廳/3衛,1 /共2層,29.99,18.15,--,#NAME?,13.3,400萬,600台灣嘉義市西區松江二街26-33號,23.4931474,120.4416779,新厝里,2016/10/1
10509(實價),透天厝,嘉義市嘉義市松江二街1~30號,38.8,3房/2廳/2衛,1 /共2層,15,9.08,--,#NAME?,14.7,220萬,600台灣嘉義市西區松江二街26-33號,23.4931486,120.4416856,新厝里,2016/9/1
10510(實價),華廈,嘉義市嘉義市松江三街91~120號,22.6,3房/1廳/2衛,7 /共9層,28.93,3.44,--,#NAME?,9.3,270萬,600台灣嘉義市西區松江三街120號,23.4928684,120.4415975,新厝里,2016/10/1
10507(實價),華廈,嘉義市嘉義市松江三街91~120號,22.3,3房/2廳/3衛,1 /共9層,49.28,5.95,--,#NAME?,8.5,420萬,600台灣嘉義市西區松江三街120號,23.4928684,120.4415975,新厝里,2016/7/1
10506(實價),華廈,嘉義市嘉義市松江三街91~120號,22.3,3房/1廳/2衛,4 /共9層,28.93,3.44,--,#NAME?,8.6,250萬,600台灣嘉義市西區松江三街120號,23.4928684,120.4415975,新厝里,2016/6/1
10505(實價),華廈,嘉義市嘉義市松江三街91~120號,22.2,3房/2廳/2衛,9 /共9層,37.65,4.48,--,#NAME?,8.6,325萬,600台灣嘉義市西區松江三街120號,23.4928684,120.4415975,新厝里,2016/5/1
10504(實價),透天厝,嘉義市嘉義市林森西路331~360號,69.7,0房/0廳/0衛,1 /共2層,57.23,74.42,--,#NAME?,20.6,1180萬,600台灣嘉義市西區林森西路313號,23.4796744,120.4427431,番社里,2016/4/1
10512(實價),透天厝,嘉義市嘉義市武昌街1~30號,16.9,4房/3廳/3衛,1 /共3層,44.31,21.78,--,#NAME?,12.6,560萬,600台灣嘉義市西區武昌街30號,23.4654734,120.433751,車店里,2016/12/1
10511(實價),透天厝,嘉義市嘉義市武昌街31~60號,37.4,4房/2廳/2衛,1 /共2層,26.69,42.55,--,#NAME?,20.6,550萬,600台灣嘉義市西區武昌街60號,23.4656814,120.4330694,車店里,2016/11/1
10507(實價),透天厝,嘉義市嘉義市金山路121~150號,0.2,5房/3廳/6衛,1 /共4層,92.48,0,--,#NAME?,5.4,500萬,600台灣嘉義市西區金山路121號,23.474594,120.4234394,港坪里,2016/7/1
10511(實價),透天厝,嘉義市嘉義市金山路61~90號,13.3,5房/3廳/5衛,1 /共4層,60,26.92,--,#NAME?,20,1200萬,600台灣嘉義市西區金山路62號,23.471003,120.4248793,劉厝里,2016/11/1
10504(實價),透天厝,嘉義市嘉義市金山路61~90號,9.8,3房/2廳/2衛,1 /共4層,65.51,26.32,--,#NAME?,21.1,1380萬,600台灣嘉義市西區金山路62號,23.471003,120.4248793,劉厝里,2016/4/1
10512(實價),住宅大樓,嘉義市嘉義市金山路91~120號,21.3,3房/1廳/2衛,7 /共12層,39.36,0,--,#NAME?,5.1,200萬,600台灣嘉義市西區金山路71-97號,23.4738723,120.4236712,港坪里,2016/12/1
10511(實價),透天厝,嘉義市嘉義市長安街1巷30弄31~60號,43,4房/2廳/1衛,1 /共1層,9.98,19.97,--,#NAME?,13,130萬,600台灣嘉義市西區長安街31號,23.4856723,120.4457152,北榮里,2016/11/1
10503(實價),透天厝,嘉義市嘉義市長安街61~90號,44.7,2房/1廳/1衛,1 /共1層,21.8,25.11,--,#NAME?,29.8,650萬,600台灣嘉義市西區長安街90號,23.4854878,120.4449477,慶安里,2016/3/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,4房/2廳/5衛,1 /共4層,93.32,43.97,--,#NAME?,23.4,2180萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,3房/2廳/5衛,1 /共4層,83.12,47.82,--,#NAME?,0,2865萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,3房/2廳/2衛,1 /共4層,86.22,41.17,--,#NAME?,30.2,2608萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,6房/2廳/7衛,1 /共4層,89.59,40.51,--,#NAME?,31,2780萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,3房/2廳/5衛,1 /共4層,87.01,38.75,--,#NAME?,29.4,2560萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,4房/1廳/4衛,1 /共4層,92.99,44.08,--,#NAME?,22.6,2100萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,6房/2廳/7衛,1 /共4層,88.81,38.75,--,#NAME?,31.3,2780萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,4房/2廳/5衛,1 /共4層,88.83,40.91,--,#NAME?,22.7,2020萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路四段61~90號,0.2,6房/2廳/7衛,1 /共4層,90.82,37.84,--,#NAME?,30.1,2735萬,600台灣嘉義市西區阿里山公路22-94號,23.4616662,120.4417391,,2016/4/1
10504(實價),透天厝,嘉義市嘉義市世賢路二段301~330號,19.7,5房/2廳/3衛,1 /共1層,36.68,73.51,--,#NAME?,56.4,2068萬,600台灣嘉義市西區阿里山公路289號,23.47211,120.4220801,港坪里,2016/4/1
10507(實價),透天厝,嘉義市嘉義市世賢路四段301~330號,0.3,5房/2廳/5衛,1 /共3層,58.61,34.18,--,#NAME?,27,1580萬,600台灣嘉義市西區阿里山公路300-304號,23.4622882,120.4481606,美源里,2016/7/1
10507(實價),透天厝,嘉義市嘉義市世賢路四段301~330號,0.3,5房/2廳/5衛,1 /共3層,58.53,33.88,--,#NAME?,27.2,1590萬,600台灣嘉義市西區阿里山公路300-304號,23.4622882,120.4481606,美源里,2016/7/1
10506(實價),透天厝,嘉義市嘉義市世賢路四段301~330號,0.2,5房/2廳/5衛,1 /共3層,58.53,33.88,--,#NAME?,21.2,1238萬,600台灣嘉義市西區阿里山公路300-304號,23.4622882,120.4481606,美源里,2016/6/1
10506(實價),透天厝,嘉義市嘉義市世賢路四段301~330號,0.2,5房/2廳/5衛,1 /共3層,58.61,33.88,--,#NAME?,21.1,1238萬,600台灣嘉義市西區阿里山公路300-304號,23.4622882,120.4481606,美源里,2016/6/1
10506(實價),透天厝,嘉義市嘉義市世賢路四段301~330號,0.2,5房/2廳/5衛,1 /共3層,58.53,33.88,--,#NAME?,19.6,1150萬,600台灣嘉義市西區阿里山公路300-304號,23.4622882,120.4481606,美源里,2016/6/1
10510(實價),華廈,嘉義市嘉義市青年街121~150號,24.1,2房/1廳/1衛,9 /共9層,24.64,4.44,--,#NAME?,9.7,240萬,600台灣嘉義市西區青年街111號,23.4697284,120.4345887,車店里,2016/10/1
10510(實價),華廈,嘉義市嘉義市青年街121~150號,24.1,2房/2廳/2衛,4 /共9層,29.8,5.44,--,#NAME?,6.7,200萬,600台灣嘉義市西區青年街111號,23.4697284,120.4345887,車店里,2016/10/1
10503(實價),華廈,嘉義市嘉義市青年街121~150號,23.5,2房/2廳/1衛,7 /共9層,26.44,4.91,--,#NAME?,10.7,282萬,600台灣嘉義市西區青年街111號,23.4697284,120.4345887,車店里,2016/3/1
10512(實價),透天厝,嘉義市嘉義市青年街1~30號,24.5,5房/2廳/2衛,1 /共5層,35.11,13.92,--,#NAME?,13.7,480萬,600台灣嘉義市西區青年街12號,23.4690101,120.4379609,車店里,2016/12/1
10504(實價),華廈,嘉義市嘉義市青年街1~30號,25.7,4房/2廳/3衛,1 /共7層,49.66,9.78,--,#NAME?,12.7,630萬,600台灣嘉義市西區青年街12號,23.4690101,120.4379609,車店里,2016/4/1
10512(實價),透天厝,嘉義市嘉義市青年街31~60號,35.8,2房/1廳/2衛,1 /共2層,34.66,23.29,--,#NAME?,16.2,560萬,600台灣嘉義市西區青年街31號,23.468978,120.4371741,車店里,2016/12/1
10510(實價),透天厝,嘉義市嘉義市青年街34巷15弄1~30號,43.4,3房/2廳/1衛,1 /共2層,18.69,15.43,--,#NAME?,5.6,105萬,600台灣嘉義市西區青年街34巷15弄28-34號,23.469579,120.4367546,車店里,2016/10/1
10508(實價),華廈,嘉義市嘉義市青年街91~120號,23.9,2房/2廳/1衛,5 /共9層,28.68,5.35,--,#NAME?,9.4,270萬,600台灣嘉義市西區青年街85-93號,23.4693003,120.4353595,車店里,2016/8/1
10507(實價),華廈,嘉義市嘉義市青年街91~120號,23.8,3房/2廳/1衛,5 /共9層,28.83,5.41,--,#NAME?,8.7,250萬,600台灣嘉義市西區青年街85-93號,23.4693003,120.4353595,車店里,2016/7/1
10507(實價),店面(店鋪)(含車位),嘉義市嘉義市保安一路241~270號,0.5,5房/3廳/4衛,1 /共4層,78.75,40.54,--,#NAME?,28.6,2250萬,600台灣嘉義市西區保安一路241號,23.4929224,120.4349673,保生里,2016/7/1
10503(實價),店面(店鋪)(含車位),嘉義市嘉義市保安一路241~270號,0.2,5房/3廳/5衛,0 /共4層,76.05,39.33,--,#NAME?,28.8,2190萬,600台灣嘉義市西區保安一路241號,23.4929224,120.4349673,保生里,2016/3/1
10502(實價),店面(店鋪)(含車位),嘉義市嘉義市保安一路241~270號,0.1,5房/3廳/4衛,1 /共4層,72.88,36.6,--,#NAME?,26.6,1938萬,600台灣嘉義市西區保安一路241號,23.4929224,120.4349673,保生里,2016/2/1
10502(實價),店面(店鋪)(含車位),嘉義市嘉義市保安一路241~270號,0.1,5房/3廳/4衛,1 /共4層,91.82,40.23,--,#NAME?,21.8,2000萬,600台灣嘉義市西區保安一路241號,23.4929224,120.4349673,保生里,2016/2/1
10512(實價),店面(店鋪)(含車位),嘉義市嘉義市保安一路271~300號,0.9,5房/2廳/5衛,1 /共4層,70.84,37.21,--,#NAME?,30.9,2188萬,600台灣嘉義市西區保安一路300號,23.4929547,120.4338458,保生里,2016/12/1
10502(實價),店面(店鋪)(含車位),嘉義市嘉義市保安一路271~300號,0.1,5房/2廳/4衛,1 /共4層,75.26,37.21,--,#NAME?,25.8,1938萬,600台灣嘉義市西區保安一路300號,23.4929547,120.4338458,保生里,2016/2/1
10502(實價),店面(店鋪)(含車位),嘉義市嘉義市保安一路271~300號,0.1,5房/3廳/5衛,1 /共4層,72.88,36.91,--,#NAME?,29,2116萬,600台灣嘉義市西區保安一路300號,23.4929547,120.4338458,保生里,2016/2/1
10506(實價),透天厝,嘉義市嘉義市保安一路348巷31~60號,4.3,4房/3廳/4衛,1 /共4層,47.07,28.28,--,#NAME?,15.3,720萬,600台灣嘉義市西區保安一路348巷28號,23.4918977,120.4313093,保安里,2016/6/1
10507(實價),透天厝,嘉義市嘉義市保安一路361~390號,32.3,2房/3廳/4衛,1 /共2層,33.98,26.92,--,#NAME?,22.7,772萬,600台灣嘉義市西區保安一路361號,23.4912002,120.4319529,保安里,2016/7/1
10503(實價),店面(店鋪),嘉義市嘉義市保安一路361~390號,31.9,4房/2廳/3衛,1 /共2層,33.98,26.92,--,#NAME?,22.7,770萬,600台灣嘉義市西區保安一路361號,23.4912002,120.4319529,保安里,2016/3/1
10512(實價),透天厝,嘉義市嘉義市保安一路412巷31~60號,36.3,3房/2廳/2衛,1 /共2層,27.99,22.08,--,#NAME?,14.6,410萬,600台灣嘉義市西區保安一路60號,23.4937234,120.4406487,新厝里,2016/12/1
10509(實價),透天厝,嘉義市嘉義市保安一路412巷31~60號,34.8,2房/2廳/2衛,1 /共2層,27.86,22.39,--,#NAME?,17.9,500萬,600台灣嘉義市西區保安一路60號,23.4937234,120.4406487,新厝里,2016/9/1
10503(實價),透天厝,嘉義市嘉義市保安一路31~60號,38.7,3房/1廳/2衛,1 /共2層,30.13,18.15,--,#NAME?,8.3,250萬,600台灣嘉義市西區保安一路60號,23.4937234,120.4406487,新厝里,2016/3/1
10507(實價),透天厝,嘉義市嘉義市保安二路121~150號,36.7,4房/2廳/3衛,1 /共2層,37.57,28.44,--,#NAME?,28.7,1080萬,600台灣嘉義市西區保安二路115-145號,23.4925434,120.438489,新厝里,2016/7/1
10507(實價),透天厝,嘉義市嘉義市保安二路121~150號,39.4,3房/2廳/2衛,1 /共2層,31.65,22.39,--,#NAME?,22.4,710萬,600台灣嘉義市西區保安二路115-145號,23.4925434,120.438489,新厝里,2016/7/1
10506(實價),透天厝,嘉義市嘉義市保安二路151~180號,39.3,4房/2廳/3衛,1 /共2層,34.66,26.32,--,#NAME?,26,900萬,600台灣嘉義市西區保安二路144-156號,23.493128,120.438451,新厝里,2016/6/1
10502(實價),透天厝,嘉義市嘉義市保安二路61~90號,4.5,5房/2廳/5衛,1 /共4層,58.96,27.42,--,#NAME?,21.8,1288萬,600台灣嘉義市西區保安二路57-71號,23.4903,120.4387679,新厝里,2016/2/1
10512(實價),透天厝,嘉義市嘉義市保安二路178巷1~30號,37.1,2房/1廳/2衛,1 /共2層,34.28,24.5,--,#NAME?,8.2,280萬,600台灣嘉義市西區保安二路6號,23.4891269,120.4390206,新厝里,2016/12/1
10507(實價),透天厝,嘉義市嘉義市西區信義路45巷31~60號,50,2房/1廳/1衛,1 /共1層,8.95,18.45,--,#NAME?,18.9,168萬,600台灣嘉義市西區信義路47號,23.4743614,120.4344611,西平里,2016/7/1
10505(實價),透天厝,嘉義市嘉義市西平里7鄰信義路45巷1~30號,45.1,2房/2廳/2衛,1 /共2層,26.15,19.97,--,#NAME?,13.8,360萬,600台灣嘉義市西區信義路49-1號,23.4743187,120.4343596,西平里,2016/5/1
10510(實價),透天厝,嘉義市嘉義市南京東街241~270號,16.3,5房/2廳/5衛,1 /共4層,59.89,30.3,--,#NAME?,10.6,635萬,600台灣嘉義市西區南京東街229-255號,23.4593325,120.4462038,光路里,2016/10/1
10509(實價),透天厝,嘉義市嘉義市南京東街241~270號,15.9,6房/2廳/4衛,1 /共4層,71.35,24.2,--,#NAME?,12.6,900萬,600台灣嘉義市西區南京東街229-255號,23.4593325,120.4462038,光路里,2016/9/1
10506(實價),透天厝,嘉義市嘉義市南京路15巷61~90號,22.7,6房/2廳/4衛,1 /共5層,50.9,22.76,--,#NAME?,8.8,450萬,600台灣嘉義市西區南京路15巷71號,23.4552549,120.4421121,湖內里,2016/6/1
10506(實價),透天厝,嘉義市嘉義市南京路15巷61~90號,22.7,4房/3廳/2衛,1 /共5層,57.72,20.39,--,#NAME?,10,580萬,600台灣嘉義市西區南京路15巷71號,23.4552549,120.4421121,湖內里,2016/6/1
10505(實價),華廈,嘉義市嘉義市南京路20巷1~30號,21.2,3房/2廳/2衛,2 /共10層,32.04,5.89,--,#NAME?,9.4,300萬,600台灣嘉義市西區南京路20巷12號,23.4564941,120.4429629,獅子里,2016/5/1
10504(實價),華廈,嘉義市嘉義市南京路20巷1~30號,21.1,3房/2廳/2衛,7 /共10層,39.2,7.11,--,#NAME?,9.4,370萬,600台灣嘉義市西區南京路20巷12號,23.4564941,120.4429629,獅子里,2016/4/1
10512(實價),華廈,嘉義市嘉義市南京路20巷31~60號,21.8,3房/2廳/2衛,2 /共10層,37.01,6.56,--,#NAME?,8,295萬,600台灣嘉義市西區南京路20巷19-57號,23.4566788,120.4425104,獅子里,2016/12/1
