年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street,date
10509(實價),套房,嘉義市嘉義市小雅路181~210號,23.3,1房/0廳/1衛,3 /共16層,14.56,1.76,--,#NAME?,7.6,110萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/9/1
10509(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23.3,2房/2廳/1衛,12 /共16層,30.45,3.64,--,#NAME?,7.8,238萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/9/1
10508(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23.2,3房/2廳/2衛,1 /共16層,137.9,16.5,--,#NAME?,5.8,800萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/8/1
10508(實價),住宅大樓,嘉義市嘉義市蘭潭里小雅路181~210號,23.2,0房/0廳/0衛,5 /共16層,12.11,1.44,--,#NAME?,7.8,95萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/8/1
10508(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23.2,3房/2廳/2衛,9 /共16層,37.07,4.43,--,#NAME?,9.3,346萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/8/1
10508(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23.2,3房/2廳/2衛,6 /共16層,37.07,4.43,--,#NAME?,10,370萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/8/1
10507(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23.1,16房/0廳/15衛,1 /共16層,156.42,18.69,--,#NAME?,5.3,823萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/7/1
10507(實價),套房,嘉義市嘉義市小雅路181~210號,23.1,1房/0廳/1衛,4 /共16層,11.82,1.4,--,#NAME?,5.8,68萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/7/1
10507(實價),套房,嘉義市嘉義市小雅路181~210號,23.1,1房/1廳/1衛,3 /共16層,14.01,1.66,--,#NAME?,4.9,68萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/7/1
10507(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23.1,0房/0廳/0衛,1 /共16層,156.42,18.69,--,#NAME?,4.6,725萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/7/1
10507(實價),套房,嘉義市嘉義市小雅路181~210號,23.1,1房/1廳/1衛,9 /共16層,11.82,1.4,--,#NAME?,6.3,75萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/7/1
10506(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23,3房/2廳/2衛,6 /共16層,33.7,4.03,--,#NAME?,7.4,250萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/6/1
10506(實價),套房,嘉義市嘉義市小雅路181~210號,23,1房/1廳/1衛,11 /共16層,17.54,2.09,--,#NAME?,5.7,99萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/6/1
10506(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,23,1房/0廳/1衛,5 /共16層,14.01,1.66,--,#NAME?,6.3,88萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/6/1
10506(實價),套房,嘉義市嘉義市小雅路181~210號,23,1房/1廳/1衛,10 /共16層,20.59,2.09,--,#NAME?,6.8,139萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/6/1
10505(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.9,3房/2廳/1衛,4 /共16層,35.28,4.21,--,#NAME?,9.6,338萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/5/1
10505(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.9,3房/2廳/2衛,15 /共16層,34.95,4.18,--,#NAME?,8,280萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/5/1
10505(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.9,3房/2廳/2衛,12 /共16層,35.28,4.21,--,#NAME?,7.8,275萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/5/1
10504(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.8,2房/2廳/1衛,14 /共16層,32.87,3.93,--,#NAME?,7.8,258萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/4/1
10504(實價),套房,嘉義市嘉義市小雅路181~210號,22.8,1房/1廳/1衛,11 /共16層,16.84,2.02,--,#NAME?,5.4,91萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/4/1
10503(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.8,3房/2廳/2衛,11 /共16層,29.17,3.49,--,#NAME?,9.4,275萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/3/1
10503(實價),套房,嘉義市嘉義市小雅路181~210號,22.8,1房/1廳/1衛,3 /共16層,12.38,1.48,--,#NAME?,6.1,75萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/3/1
10503(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.8,0房/0廳/3衛,1 /共16層,131.98,15.78,--,#NAME?,5.6,739萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/3/1
10503(實價),套房,嘉義市嘉義市小雅路181~210號,22.8,1房/1廳/1衛,10 /共16層,14.01,1.66,--,#NAME?,7.7,108萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/3/1
10502(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.7,2房/1廳/1衛,4 /共16層,14.01,1.66,--,#NAME?,6.8,95萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/2/1
10502(實價),套房,嘉義市嘉義市小雅路181~210號,22.7,1房/0廳/1衛,13 /共16層,8.35,1.01,--,#NAME?,6.9,58萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/2/1
10502(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.7,2房/1廳/1衛,4 /共16層,35.28,4.21,--,#NAME?,7.1,250萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/2/1
10502(實價),套房,嘉義市嘉義市小雅路181~210號,22.7,1房/0廳/1衛,8 /共16層,11.95,1.44,--,#NAME?,6.5,78萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/2/1
10502(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.7,2房/2廳/1衛,7 /共16層,30.45,3.64,--,#NAME?,9.2,280萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/2/1
10501(實價),套房,嘉義市嘉義市小雅路181~210號,22.6,1房/1廳/1衛,13 /共16層,9.1,1.08,--,#NAME?,7.7,70萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/1/1
10501(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,22.6,2房/1廳/2衛,10 /共16層,35.28,4.21,--,#NAME?,6.9,243萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2016/1/1
10510(實價),透天厝,嘉義市嘉義市小雅路211~240號,25.3,6房/3廳/3衛,1 /共4層,61.09,35.39,--,#NAME?,10.6,650萬,600台灣嘉義市東區小雅路187-217號,23.4733128,120.473948,蘭潭里,2016/10/1
10510(實價),套房,嘉義市嘉義市小雅路331~360號,23.3,1房/0廳/1衛,12 /共12層,8.32,1.06,--,#NAME?,9.6,80萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/10/1
10508(實價),住宅大樓,嘉義市嘉義市小雅路331~360號,23.2,3房/2廳/2衛,11 /共12層,41.55,5.31,--,#NAME?,6.5,270萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/8/1
10507(實價),套房,嘉義市嘉義市小雅路331~360號,23.1,1房/0廳/1衛,10 /共12層,8.15,1.06,--,#NAME?,8.5,69萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/7/1
10504(實價),套房,嘉義市嘉義市小雅路331~360號,22.8,1房/0廳/1衛,6 /共12層,8.6,1.09,--,#NAME?,5.9,51萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/4/1
10504(實價),套房,嘉義市嘉義市小雅路331~360號,22.8,1房/1廳/1衛,7 /共12層,8.26,1.06,--,#NAME?,10,83萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/4/1
10503(實價),套房,嘉義市嘉義市小雅路331~360號,22.8,1房/0廳/1衛,7 /共12層,8.15,1.03,--,#NAME?,6.6,54萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/3/1
10503(實價),套房,嘉義市嘉義市小雅路331~360號,22.8,1房/0廳/1衛,5 /共12層,8.32,1.06,--,#NAME?,6,50萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/3/1
10502(實價),套房,嘉義市嘉義市小雅路331~360號,22.7,1房/0廳/1衛,9 /共12層,10.09,1.27,--,#NAME?,6.1,62萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/2/1
10501(實價),住宅大樓,嘉義市嘉義市小雅路331~360號,22.6,3房/2廳/2衛,12 /共12層,41.53,5.31,--,#NAME?,9,375萬,600台灣嘉義市東區小雅路250號,23.4745693,120.4736369,蘭潭里,2016/1/1
10512(實價),住宅大樓,嘉義市嘉義市小雅路361~390號,23.5,2房/2廳/1衛,3 /共12層,26.31,3.35,--,#NAME?,7.6,200萬,600台灣嘉義市東區小雅路382號,23.4765452,120.4703533,長竹里,2016/12/1
10511(實價),住宅大樓,嘉義市嘉義市小雅路361~390號,23.4,2房/1廳/1衛,12 /共12層,26.31,3.35,--,#NAME?,3,79萬,600台灣嘉義市東區小雅路382號,23.4765452,120.4703533,長竹里,2016/11/1
10507(實價),住宅大樓,嘉義市嘉義市小雅路361~390號,23.1,2房/2廳/1衛,9 /共12層,26.27,3.35,--,#NAME?,8.8,230萬,600台灣嘉義市東區小雅路382號,23.4765452,120.4703533,長竹里,2016/7/1
10503(實價),住宅大樓,嘉義市嘉義市小雅路361~390號,22.8,2房/2廳/1衛,9 /共12層,26.27,3.35,--,#NAME?,8.8,230萬,600台灣嘉義市東區小雅路382號,23.4765452,120.4703533,長竹里,2016/3/1
10502(實價),住宅大樓,嘉義市嘉義市小雅路361~390號,22.7,2房/1廳/2衛,8 /共12層,27.28,3.48,--,#NAME?,8.9,241萬,600台灣嘉義市東區小雅路382號,23.4765452,120.4703533,長竹里,2016/2/1
10508(實價),透天厝,嘉義市嘉義市小雅路481~510號,38.3,3房/1廳/2衛,1 /共3層,40,29.65,--,#NAME?,15,600萬,600台灣嘉義市東區小雅路481號,23.4766022,120.4695692,蘭潭里,2016/8/1
10512(實價),透天厝,嘉義市嘉義市小雅路513巷1~30號,4.8,5房/3廳/5衛,1 /共4層,94.62,38.12,--,#NAME?,29.4,2780萬,600台灣嘉義市東區小雅路513巷24號,23.4763545,120.4685768,蘭潭里,2016/12/1
10507(實價),透天厝,嘉義市嘉義市小雅路513巷1~30號,39.1,4房/2廳/2衛,1 /共2層,65.1,71.39,--,#NAME?,30.1,1960萬,600台灣嘉義市東區小雅路513巷24號,23.4763545,120.4685768,蘭潭里,2016/7/1
10506(實價),華廈,嘉義市嘉義市小雅路513巷1~30號,24.5,2房/1廳/1衛,5 /共7層,16.94,3.39,--,#NAME?,11,186萬,600台灣嘉義市東區小雅路513巷24號,23.4763545,120.4685768,蘭潭里,2016/6/1
10512(實價),套房,嘉義市嘉義市31~60號,28.3,0房/0廳/0衛,5 /共10層,12.25,1.16,--,#NAME?,9,110萬,600台灣嘉義市東區中山路199號嘉義市政府,23.4810261,120.4536756,東興里,2016/12/1
10512(實價),華廈,嘉義市嘉義市121~150號,36.3,3房/2廳/2衛,6 /共6層,29.96,8.45,--,#NAME?,9.3,280萬,600台灣嘉義市東區中山路199號嘉義市政府,23.4810261,120.4536756,東興里,2016/12/1
10511(實價),透天厝,嘉義市嘉義市盧厝61~90號,16.3,4房/3廳/3衛,1 /共3層,56.07,41.15,--,#NAME?,8,450萬,600台灣嘉義市東區中山路199號嘉義市政府,23.4810261,120.4536756,東興里,2016/11/1
10511(實價),透天厝,嘉義市嘉義市過溪391~420號,38.8,3房/3廳/2衛,1 /共2層,27.03,19.66,--,#NAME?,9.2,250萬,600台灣嘉義市東區中山路199號嘉義市政府,23.4810261,120.4536756,東興里,2016/11/1
10511(實價),套房,嘉義市嘉義市中山路326巷1~30號,26.8,1房/1廳/1衛,5 /共5層,10.75,2.81,--,#NAME?,10.5,113萬,600台灣嘉義市東區中山路46號,23.4825597,120.4608711,中山里,2016/11/1
10510(實價),公寓,嘉義市嘉義市中山路326巷1~30號,26.8,1房/1廳/1衛,3 /共5層,10.75,2.33,--,#NAME?,10.5,113萬,600台灣嘉義市東區中山路46號,23.4825597,120.4608711,中山里,2016/10/1
10510(實價),透天厝,嘉義市嘉義市中央里中正路271~300號,--,3房/1廳/1衛,1 /共2層,47.44,62.92,--,#NAME?,42.2,2000萬,600台灣嘉義市東區中正路249號,23.479203,120.4530581,中央里,2016/10/1
10504(實價),透天厝,嘉義市嘉義市中正路301~330號,1.8,7房/3廳/9衛,1 /共5層,174.78,49.61,--,#NAME?,29.8,5200萬,600台灣嘉義市東區中正路291號,23.4790899,120.4521575,中央里,2016/4/1
10510(實價),透天厝,嘉義市嘉義市中正路31~60號,39.3,4房/2廳/3衛,1 /共3層,47.87,27.83,--,#NAME?,19.8,950萬,600台灣嘉義市東區中正路60號,23.4800903,120.4597517,華南里,2016/10/1
10510(實價),透天厝,嘉義市嘉義市中正路91~120號,4.6,4房/2廳/5衛,1 /共4層,103.07,44.07,--,#NAME?,17.1,1758萬,600台灣嘉義市東區中正路91號,23.4797681,120.457985,華南里,2016/10/1
10511(實價),透天厝,嘉義市嘉義市五福街121~150號,42.3,3房/2廳/2衛,1 /共2層,21.64,21.48,--,#NAME?,22.2,480萬,600台灣嘉義市東區五福街119號,23.4867778,120.4678125,王田里,2016/11/1
10509(實價),透天厝,嘉義市嘉義市五福街82巷1~30號,30.4,5房/2廳/2衛,1 /共2層,39.44,29.34,--,#NAME?,15.1,596萬,600台灣嘉義市東區五福街165巷1號,23.4878273,120.4683435,王田里,2016/9/1
10508(實價),透天厝,嘉義市嘉義市五福街183巷1~30號,34.7,4房/2廳/2衛,1 /共2層,39.11,31.46,--,#NAME?,16.7,655萬,600台灣嘉義市東區五福街165巷1號,23.4878273,120.4683435,王田里,2016/8/1
10507(實價),透天厝,嘉義市嘉義市五福街82巷1~30號,33.3,5房/3廳/2衛,1 /共2層,35.39,33.58,--,#NAME?,19.1,675萬,600台灣嘉義市東區五福街165巷1號,23.4878273,120.4683435,王田里,2016/7/1
10502(實價),透天厝,嘉義市嘉義市五福街183巷1~30號,34.2,4房/2廳/2衛,1 /共2層,39.11,31.46,--,#NAME?,17.4,680萬,600台灣嘉義市東區五福街165巷1號,23.4878273,120.4683435,王田里,2016/2/1
10501(實價),透天厝,嘉義市嘉義市五福街82巷31~60號,21.2,4房/3廳/3衛,1 /共5層,65.19,22.69,--,#NAME?,9.2,598萬,600台灣嘉義市東區五福街165巷31號,23.4880429,120.4676764,王田里,2016/1/1
10511(實價),透天厝,嘉義市嘉義市五福街16巷1~30號,24.8,4房/2廳/2衛,1 /共3層,71.01,72.9,--,#NAME?,20.8,1480萬,600台灣嘉義市東區五福街16巷6號,23.4866268,120.4690696,王田里,2016/11/1
10511(實價),透天厝,嘉義市嘉義市五福街185巷1~30號,19.7,5房/2廳/4衛,1 /共4層,50.35,19.06,--,#NAME?,10.3,520萬,600台灣嘉義市東區五福街185巷30號,23.4886689,120.469422,王田里,2016/11/1
10512(實價),透天厝,嘉義市嘉義市五福街20巷1~30號,35,4房/2廳/2衛,1 /共2層,35.89,27.83,--,#NAME?,17.3,620萬,600台灣嘉義市東區五福街20巷19號,23.4871891,120.4690787,王田里,2016/12/1
10510(實價),透天厝,嘉義市嘉義市五福街20巷1~30號,39,4房/2廳/3衛,1 /共2層,27.19,33.58,--,#NAME?,18.6,505萬,600台灣嘉義市東區五福街20巷19號,23.4871891,120.4690787,王田里,2016/10/1
10505(實價),透天厝,嘉義市嘉義市五福街20巷23弄1~30號,34.4,4房/3廳/2衛,1 /共2層,38.18,29.04,--,#NAME?,13.7,522萬,600台灣嘉義市東區五福街20巷21號,23.4871932,120.469118,王田里,2016/5/1
10503(實價),透天厝,嘉義市嘉義市五福街20巷23弄31~60號,34.3,2房/2廳/1衛,1 /共2層,37.4,30.55,--,#NAME?,12,450萬,600台灣嘉義市東區五福街20巷21號,23.4871932,120.469118,王田里,2016/3/1
10508(實價),透天厝,嘉義市嘉義市五福街20巷25弄31~60號,39.3,3房/2廳/2衛,1 /共2層,26.42,18.15,--,#NAME?,13.1,346萬,600台灣嘉義市東區五福街20巷25弄29號,23.4869896,120.4697027,王田里,2016/8/1
10506(實價),透天厝,嘉義市嘉義市五福街20巷25弄1~30號,39.2,3房/2廳/2衛,1 /共2層,26.61,18.15,--,#NAME?,20.3,540萬,600台灣嘉義市東區五福街20巷25弄29號,23.4870713,120.4696249,王田里,2016/6/1
10505(實價),透天厝,嘉義市嘉義市五福街20巷25弄1~30號,39.2,5房/2廳/5衛,1 /共2層,26.68,19.06,--,#NAME?,19.9,530萬,600台灣嘉義市東區五福街20巷25弄29號,23.4870713,120.4696249,王田里,2016/5/1
10504(實價),透天厝,嘉義市嘉義市五福街20巷25弄1~30號,39.1,3房/2廳/1衛,1 /共2層,26.79,13.92,--,#NAME?,11.5,308萬,600台灣嘉義市東區五福街20巷25弄29號,23.4870713,120.4696249,王田里,2016/4/1
10501(實價),透天厝,嘉義市嘉義市五福街20巷25弄1~30號,38.8,3房/2廳/2衛,1 /共2層,26.14,18.45,--,#NAME?,13.4,350萬,600台灣嘉義市東區五福街20巷25弄29號,23.4870713,120.4696249,王田里,2016/1/1
10504(實價),透天厝,嘉義市嘉義市五福街217巷1~30號,38.2,3房/2廳/2衛,1 /共2層,25.71,20.27,--,#NAME?,18.4,473萬,600台灣嘉義市東區五福街217巷1號,23.488064,120.4699661,王田里,2016/4/1
10505(實價),透天厝,嘉義市嘉義市五福街1~30號,41.3,4房/2廳/2衛,1 /共2層,25.79,29.34,--,#NAME?,33,850萬,600台灣嘉義市東區五福街5號,23.4845532,120.4661779,王田里,2016/5/1
10508(實價),透天厝,嘉義市嘉義市五福街31~60號,46.4,0房/0廳/0衛,1 /共2層,24.53,19.36,--,#NAME?,24.5,600萬,600台灣嘉義市東區五福街60號,23.4878661,120.4694301,王田里,2016/8/1
10510(實價),透天厝,嘉義市嘉義市公明路91~120號,43.8,4房/2廳/2衛,1 /共2層,35.4,22.99,--,#NAME?,21.2,750萬,600台灣嘉義市東區公明路120號,23.4807655,120.4588121,華南里,2016/10/1
10507(實價),透天厝,嘉義市嘉義市公明路134巷1~30號,48.3,3房/1廳/1衛,1 /共1層,23.21,47.49,--,#NAME?,25.9,600萬,600台灣嘉義市東區公明路30號,23.481055,120.4615185,華南里,2016/7/1
10506(實價),透天厝,嘉義市嘉義市公明路1~30號,44.3,3房/2廳/1衛,1 /共2層,30.71,29.34,--,#NAME?,6.8,210萬,600台灣嘉義市東區公明路30號,23.481055,120.4615185,華南里,2016/6/1
10505(實價),透天厝,嘉義市嘉義市公園街91~120號,14.2,4房/2廳/4衛,1 /共4層,82.95,32.97,--,#NAME?,22.9,1900萬,600台灣嘉義市東區公園街87號,23.4802219,120.4673129,東川里,2016/5/1
10504(實價),透天厝,嘉義市嘉義市文化路181~210號,70.6,0房/0廳/0衛,1 /共1層,15.97,0,--,#NAME?,0.6,10萬,600台灣嘉義市東區文化路181號,23.4813489,120.4491855,中央里,2016/4/1
10504(實價),店面(店鋪),嘉義市嘉義市文化路271~300號,0.1,5房/4廳/7衛,1 /共5層,110.11,31.12,--,#NAME?,32.5,3580萬,600台灣嘉義市東區文化路265-273號,23.4837062,120.4487044,北門里,2016/4/1
10510(實價),透天厝,嘉義市嘉義市文化路841~870號,43.5,7房/2廳/3衛,1 /共2層,41.44,69.27,--,#NAME?,18.6,770萬,600台灣嘉義市東區文化路841號,23.5009243,120.4402433,荖藤里,2016/10/1
10512(實價),透天厝,嘉義市嘉義市文心街31~60號,15.3,5房/2廳/4衛,1 /共4層,81.22,33.12,--,#NAME?,16,1300萬,600台灣嘉義市東區文心街109號,23.4815881,120.4859382,文雅里,2016/12/1
10511(實價),透天厝,嘉義市嘉義市文昌街151~180號,33,5房/3廳/4衛,1 /共4層,145.18,42.96,--,#NAME?,15.7,2280萬,600台灣嘉義市東區文昌街153號,23.479403,120.4561928,華南里,2016/11/1
10512(實價),套房,嘉義市嘉義市東洋新?1~30號,31.1,1房/0廳/1衛,5 /共5層,12.93,3.02,--,#NAME?,10.1,130萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/12/1
10512(實價),公寓,嘉義市嘉義市東洋新?121~150號,27.6,1房/1廳/1衛,2 /共5層,11.73,3.34,--,#NAME?,6,70萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/12/1
10512(實價),套房,嘉義市嘉義市東洋新?451~480號,33.4,1房/1廳/1衛,4 /共5層,16.57,5.04,--,#NAME?,7.5,124萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/12/1
10511(實價),套房,嘉義市嘉義市東洋新?121~150號,27.5,1房/1廳/1衛,1 /共5層,12.93,3.72,--,#NAME?,5.4,70萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/11/1
10510(實價),套房,嘉義市嘉義市東洋新?271~300號,30.9,1房/1廳/1衛,5 /共5層,12.68,3.11,--,#NAME?,9.5,120萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/10/1
10510(實價),透天厝,嘉義市嘉義市東洋新?61~90號,36.3,5房/2廳/3衛,1 /共3層,39.74,22.69,--,#NAME?,11.6,460萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/10/1
10510(實價),華廈,嘉義市嘉義市東洋新?631~660號,31.9,3房/2廳/2衛,4 /共6層,24.37,5.74,--,#NAME?,10.3,250萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/10/1
10509(實價),套房,嘉義市嘉義市文雅里東洋新?1~30號,27.3,1房/1廳/1衛,2 /共5層,12.41,3.53,--,#NAME?,8.1,100萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/9/1
10509(實價),套房,嘉義市嘉義市東洋新?121~150號,27.3,1房/1廳/1衛,5 /共5層,12.41,3.53,--,#NAME?,8.1,100萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/9/1
10508(實價),公寓,嘉義市嘉義市東洋新?271~300號,30.8,1房/1廳/1衛,2 /共5層,14.07,3.55,--,#NAME?,11.4,160萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/8/1
10508(實價),套房,嘉義市嘉義市東洋新?121~150號,27.3,1房/1廳/1衛,2 /共5層,13.11,3.72,--,#NAME?,10.3,135萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/8/1
10507(實價),透天厝,嘉義市嘉義市東洋新?91~120號,36.1,3房/2廳/2衛,1 /共2層,41.38,53.85,--,#NAME?,12.1,500萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/7/1
10507(實價),套房,嘉義市嘉義市東洋新?601~630號,31.7,0房/0廳/0衛,5 /共6層,12.51,2.69,--,#NAME?,7.8,97萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/7/1
10506(實價),公寓,嘉義市嘉義市東洋新?331~360號,30.6,2房/1廳/2衛,1 /共5層,31.84,8.17,--,#NAME?,4.7,150萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/6/1
10506(實價),套房,嘉義市嘉義市東洋新?271~300號,30.6,1房/1廳/1衛,2 /共5層,13.02,3.37,--,#NAME?,10.8,141萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/6/1
10505(實價),公寓,嘉義市嘉義市東洋新?451~480號,32.8,2房/1廳/1衛,1 /共5層,29.45,8.37,--,#NAME?,15.3,450萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/5/1
10505(實價),套房,嘉義市嘉義市東洋新?1~30號,30.5,1房/0廳/1衛,5 /共5層,12.93,3.02,--,#NAME?,10.1,130萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/5/1
10504(實價),套房,嘉義市嘉義市東洋新?481~510號,32.8,1房/1廳/1衛,5 /共5層,11.88,3.72,--,#NAME?,7.5,88萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/4/1
10504(實價),公寓,嘉義市嘉義市東洋新?451~480號,32.8,2房/1廳/1衛,4 /共5層,21.96,7.13,--,#NAME?,7.2,158萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/4/1
10504(實價),公寓,嘉義市嘉義市東洋新?301~330號,30.4,3房/2廳/2衛,1 /共5層,39.68,8.79,--,#NAME?,8.1,320萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/4/1
10503(實價),透天厝,嘉義市嘉義市東洋新?61~90號,13.2,5房/3廳/5衛,1 /共5層,101.02,35.53,--,#NAME?,13.4,1350萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/3/1
10503(實價),套房,嘉義市嘉義市東洋新?601~630號,31.3,1房/1廳/1衛,5 /共6層,12.77,2.55,--,#NAME?,8.1,103萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/3/1
10502(實價),公寓,嘉義市嘉義市東洋新?481~510號,32.6,3房/1廳/1衛,5 /共5層,23,7.28,--,#NAME?,8.7,200萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/2/1
10502(實價),透天厝,嘉義市嘉義市東洋新?61~90號,35.7,3房/2廳/3衛,1 /共3層,39.74,23.6,--,#NAME?,17,675萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/2/1
10501(實價),公寓,嘉義市嘉義市文雅里東洋新?481~510號,32.5,2房/1廳/1衛,2 /共5層,22.68,7.44,--,#NAME?,8.8,200萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2016/1/1
10512(實價),華廈(含車位),嘉義市嘉義市文雅街116巷1~30號,20.5,2房/1廳/1衛,3 /共9層,26.54,4.27,--,#NAME?,10.9,288萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里,2016/12/1
10512(實價),華廈,嘉義市嘉義市文雅街116巷1~30號,20.5,1房/0廳/1衛,4 /共9層,8.49,1.95,--,#NAME?,6.5,55萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里,2016/12/1
10511(實價),住宅大樓(含車位),嘉義市嘉義市文雅街150巷1~30號,21.1,2房/1廳/1衛,13 /共13層,33.44,4.88,--,#NAME?,10.1,338萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里,2016/11/1
