年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street,date
10403(實價),華廈,嘉義市嘉義市嘉北街66巷1~30號,24.4,2房/2廳/2衛,2 /共7層,28.89,6.05,--,#NAME?,10.4,300萬,600台灣嘉義市東區嘉北街66巷5號,23.493988,120.454477,頂庄里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市南京東街31~60號,33.3,4房/2廳/3衛,1 /共3層,48.22,21.48,--,#NAME?,10.4,500萬,600台灣嘉義市西區南京東街86號,23.4557607,120.4450942,光路里,2015/3/1
10403(實價),住宅大樓,嘉義市嘉義市文雅街150巷1~30號,19.4,3房/2廳/2衛,7 /共12層,50.16,7.26,--,#NAME?,10.4,520萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市西門街1~30號,43.5,3房/2廳/2衛,1 /共2層,23.27,18.15,--,#NAME?,10.7,250萬,600台灣嘉義市西區西門街1號,23.4716206,120.4436708,培元里,2015/3/1
10403(實價),華廈,嘉義市嘉義市嘉北街12巷1~30號,24.4,3房/2廳/2衛,3 /共7層,38.63,6.4,--,#NAME?,10.7,415萬,600台灣嘉義市東區嘉北街30號,23.4938508,120.4556015,仁義里,2015/3/1
10403(實價),辦公商業大樓,嘉義市嘉義市仁愛路331~360號,19.2,0房/0廳/0衛,4 /共14層,28.59,2.86,--,#NAME?,10.8,310萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市芳安路335巷1~30號,35.2,6房/3廳/3衛,1 /共4層,36.66,19.06,--,#NAME?,10.8,395萬,600台灣嘉義市東區芳安路1號,23.4688333,120.4654,芳草里,2015/3/1
10403(實價),華廈,嘉義市嘉義市文雅街116巷1~30號,18.8,3房/2廳/2衛,6 /共9層,39.42,6.41,--,#NAME?,10.8,426萬,600台灣嘉義市東區文雅街140巷11號,23.4840615,120.4853228,文雅里,2015/3/1
10403(實價),套房,嘉義市嘉義市廣州街91~120號,24.3,1房/0廳/1衛,5 /共7層,11.02,2.14,--,#NAME?,10.9,120萬,600台灣嘉義市西區廣州街120號,23.4627158,120.4331098,福民里,2015/3/1
10403(實價),華廈,嘉義市嘉義市杭州四街61~90號,26.2,3房/1廳/2衛,7 /共7層,30.27,7.66,--,#NAME?,10.9,330萬,600台灣嘉義市西區杭州四街42號,23.4672318,120.4450469,美源里,2015/3/1
10403(實價),華廈,嘉義市嘉義市中山路1~30號,34.8,3房/2廳/2衛,6 /共7層,36.08,8.2,--,#NAME?,10,360萬,600台灣嘉義市東區中山路46號,23.4825597,120.4608711,中山里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市義教街127巷1~30號,36.5,3房/2廳/2衛,1 /共2層,32.34,31.46,--,#NAME?,11.1,360萬,600台灣嘉義市東區義教街30號,23.4934882,120.4678217,新店里,2015/3/1
10403(實價),住宅大樓,嘉義市嘉義市後湖里保建街31~60號,21.8,2房/1廳/1衛,5 /共12層,25.88,4.55,--,#NAME?,11.1,286萬,600台灣嘉義市東區保建街60號,23.5006199,120.4530035,後湖里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市北社尾路258巷61~90號,16.3,4房/1廳/3衛,1 /共3層,46.8,28.74,--,#NAME?,11.1,520萬,600台灣嘉義市西區北社尾路258巷10號,23.4938597,120.4226869,北湖里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市林森東路269巷1弄1~30號,34,4房/2廳/2衛,1 /共2層,37.51,28.13,--,#NAME?,11.2,420萬,600台灣嘉義市東區林森東路269巷1弄1號,23.4905219,120.4657297,新店里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市松江二街1~30號,37.9,4房/2廳/2衛,1 /共2層,26.53,19.97,--,#NAME?,11.5,305萬,600台灣嘉義市西區松江二街26-33號,23.4931486,120.4416856,新厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市姜安街86巷1~30號,0.3,4房/3廳/5衛,1 /共4層,72.99,21.99,--,#NAME?,11.7,856萬,600台灣嘉義市西區興達路861號,23.4816379,120.4234869,福安里,2015/3/1
10403(實價),住宅大樓(含車位),嘉義市嘉義市西區新榮路211~240號,17.3,2房/2廳/1衛,11 /共12層,28.07,2.87,--,#NAME?,11.9,335萬,600台灣嘉義市西區新榮路207號,23.4761405,120.444407,西榮里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市德安路91~120號,23.5,7房/3廳/6衛,1 /共5層,88.47,31.16,--,#NAME?,12.1,1070萬,600台灣嘉義市西區德安路120號,23.4841663,120.4293902,保福里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市五福街185巷1~30號,37.3,3房/2廳/2衛,1 /共2層,26.65,20.57,--,#NAME?,12.3,329萬,600台灣嘉義市東區五福街185巷30號,23.4886689,120.469422,王田里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市興業新村61~90號,43.2,0房/0廳/0衛,1 /共2層,20.08,16.03,--,#NAME?,12.5,250萬,600台灣嘉義市西區興業西路250號,23.4681445,120.4404587,自強里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市保安二路177巷1~30號,28.8,3房/2廳/2衛,1 /共2層,44.85,37.81,--,#NAME?,12.5,560萬,600台灣嘉義市西區保安二路6號,23.4891269,120.4390206,新厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市老吸街31巷1~30號,45,3房/1廳/1衛,1 /共1層,17.52,22.08,--,#NAME?,12.6,220萬,600台灣嘉義市西區老吸街31巷1號,23.4715767,120.4368048,新西里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市國賢一街1~30號,21.8,5房/2廳/2衛,1 /共4層,76.61,30.86,--,#NAME?,13.1,1000萬,600台灣嘉義市西區國賢一街1號,23.4844536,120.4301086,保福里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市安東二街1~30號,27.9,4房/1廳/1衛,1 /共2層,36.16,29.85,--,#NAME?,13.2,476萬,600台灣嘉義市西區安東二街5號,23.4930444,120.4331934,保生里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市東義路109巷1~30號,0.4,3房/3廳/4衛,1 /共3層,61.17,29.34,--,#NAME?,13.4,820萬,600台灣嘉義市東區東義路109巷1號,23.4950314,120.4688871,後庄里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市圓福街80巷31~60號,39.3,4房/2廳/2衛,1 /共2層,29.82,24.81,--,#NAME?,13.4,400萬,600台灣嘉義市東區圓福街80巷78號,23.4866119,120.4647835,王田里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市大聖南街91~120號,8.8,6房/2廳/4衛,1 /共3層,58.48,30.78,--,#NAME?,13.5,790萬,600台灣嘉義市西區大聖南街120號,23.4609223,120.4186174,劉厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市長榮街151~180號,39.3,4房/2廳/3衛,1 /共2層,40.85,24.5,--,#NAME?,13.5,550萬,600台灣嘉義市東區長榮街151號,23.483952,120.4532269,北門里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市新建街95巷31~60號,38.1,4房/2廳/3衛,1 /共3層,41.6,35.7,--,#NAME?,13.5,560萬,600台灣嘉義市西區新建街95巷85號,23.4701281,120.4375134,車店里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市東義路109巷1~30號,0.6,5房/3廳/5衛,1 /共4層,97.01,52.68,--,#NAME?,13.6,1323萬,600台灣嘉義市東區東義路109巷1號,23.4950314,120.4688871,後庄里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市新民路416巷23弄1~30號,23.8,4房/2廳/3衛,1 /共3層,62.58,34.18,--,#NAME?,13.6,850萬,600台灣嘉義市西區新民路416巷23弄1號,23.4596854,120.4410674,光路里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市民生南路485巷1~30號,42.9,3房/2廳/3衛,1 /共2層,26.38,17.24,--,#NAME?,13.8,365萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市保安一路413巷31~60號,0.6,4房/2廳/3衛,1 /共4層,67.68,33.88,--,#NAME?,13.8,936萬,600台灣嘉義市西區保安一路60號,23.4937234,120.4406487,新厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市大富東街1~30號,2.6,5房/2廳/4衛,1 /共4層,61.17,30.05,--,#NAME?,13.9,850萬,600台灣嘉義市西區大富東街38號,23.4643362,120.4162635,劉厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市信興街78巷1~30號,34.5,4房/2廳/4衛,1 /共3層,39.35,18.15,--,#NAME?,13,510萬,600台灣嘉義市東區信興街78巷16號,23.4652788,120.4596551,頂寮里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市民生南路403巷40弄1~30號,36.1,4房/4廳/3衛,1 /共2層,29.8,22.39,--,#NAME?,14.4,430萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市大業街184巷31~60號,0.7,4房/3廳/3衛,1 /共3層,55.41,25.71,--,#NAME?,14.4,800萬,600台灣嘉義市東區大業街184巷33號,23.4610274,120.4508729,興安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市盧厝31~60號,4.7,4房/2廳/3衛,1 /共3層,66.01,61.23,--,#NAME?,14.6,965萬,600台灣嘉義市東區保義路60巷17號,23.5013395,120.4532965,後湖里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,63.51,26.98,--,#NAME?,14.6,930萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市福州八街1~30號,11.1,3房/2廳/3衛,1 /共3層,51.51,21.48,--,#NAME?,14.8,760萬,600台灣嘉義市西區福州八街13號,23.4638241,120.4310264,福民里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市福州七街1~30號,25.9,4房/2廳/3衛,1 /共2層,46.16,25.11,--,#NAME?,14.9,690萬,600台灣嘉義市西區福州七街30號,23.4618875,120.4334259,福民里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市光彩街211~240號,21.3,4房/2廳/4衛,1 /共5層,35.33,7.26,--,#NAME?,15.1,535萬,600台灣嘉義市東區光彩街185號,23.4786354,120.454195,民族里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,66.63,27.89,--,#NAME?,15.2,1012萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市忠孝路798巷1~30號,7.2,4房/2廳/4衛,1 /共3層,51.86,33.57,--,#NAME?,15.2,788萬,600台灣嘉義市東區忠孝路522-1號,23.4939767,120.452811,仁義里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市吳鳳南路365巷118弄1~30號,39.2,4房/2廳/2衛,1 /共2層,25.94,18.76,--,#NAME?,15.4,400萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市玉山路931~960號,1.2,4房/2廳/3衛,1 /共4層,65.03,34.57,--,#NAME?,15.4,1000萬,600台灣嘉義市西區玉山路960號,23.4687193,120.406811,頭港里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市光正街59巷1~30號,42.9,3房/1廳/1衛,1 /共1層,14.24,25.41,--,#NAME?,15.4,220萬,600台灣嘉義市東區光正街1號,23.4673603,120.4695777,蘭潭里,2015/3/1
10403(實價),店面(店鋪),嘉義市嘉義市仁愛路331~360號,18.5,7房/2廳/3衛,0 /共5層,180.83,39.02,--,#NAME?,15.5,2800萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市大富一街1~30號,11.3,3房/2廳/3衛,1 /共3層,52.61,32.69,--,#NAME?,15.7,825萬,600台灣嘉義市西區大富一街30號,23.4621022,120.4162922,劉厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市義教東路31~60號,8.8,5房/2廳/4衛,1 /共3層,62.27,31.46,--,#NAME?,15.7,980萬,600台灣嘉義市東區義教東路60號,23.4946364,120.4680834,新店里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,55.63,28.19,--,#NAME?,15.7,876萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,57.36,30.61,--,#NAME?,15.9,910萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,56.35,30.31,--,#NAME?,15.9,898萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市忠孝北街91~120號,10.8,6房/2廳/3衛,1 /共3層,50.15,31.46,--,#NAME?,15,750萬,600台灣嘉義市東區忠孝北街122號,23.5165961,120.4464509,荖藤里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市遼寧二街31~60號,29.6,5房/2廳/2衛,1 /共2層,29.14,23.29,--,#NAME?,15,436萬,600台灣嘉義市西區遼寧二街43號,23.4931182,120.4401,新厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,57.34,28.5,--,#NAME?,15,860萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市大雅路二段448巷1~30號,41.8,3房/2廳/2衛,1 /共2層,14.96,37.81,--,#NAME?,16.1,241萬,600台灣嘉義市東區大雅路二段473號,23.4775692,120.4717124,長竹里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市大雅路二段448巷1~30號,41.8,3房/2廳/2衛,1 /共2層,14.96,37.81,--,#NAME?,16.1,241萬,600台灣嘉義市東區大雅路二段473號,23.4775692,120.4717124,長竹里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,54.24,27.59,--,#NAME?,16.4,890萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市東義路109巷16弄1~30號,20.8,4房/3廳/5衛,1 /共4層,92.12,47.8,--,#NAME?,16.5,1520萬,600台灣嘉義市東區東義路109巷1號,23.4950314,120.4688871,後庄里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市義教街117巷61~90號,38.2,1房/1廳/1衛,1 /共1層,15.06,30.86,--,#NAME?,16.6,250萬,600台灣嘉義市東區義教街117巷63號,23.4943518,120.4660376,新店里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市友忠路827巷5弄1~30號,45.4,2房/1廳/1衛,1 /共1層,22.81,33.58,--,#NAME?,16.6,378萬,600台灣嘉義市西區友忠路827巷2弄30號,23.4873699,120.4416715,重興里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路10巷1~30號,3.4,19房/1廳/19衛,1 /共4層,130.45,53.24,--,#NAME?,16.9,2200萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路10巷1~30號,3.4,19房/1廳/19衛,1 /共4層,130.45,53.54,--,#NAME?,16.9,2200萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市永春一街1~30號,9.8,5房/3廳/3衛,1 /共3層,54.26,34.79,--,#NAME?,16.9,916萬,600台灣嘉義市西區永春一街30號,23.4776669,120.4265968,西平里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市頂福街42巷1~30號,1.2,4房/2廳/3衛,1 /共3層,41.65,19.97,--,#NAME?,16,666萬,找不到位址,無,無,無,2015/3/1
10403(實價),透天厝,嘉義市嘉義市溪興街6巷3弄1~30號,1.8,6房/2廳/6衛,1 /共5層,118.78,83.37,--,#NAME?,17.1,2036萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路31~60號,0.2,0房/0廳/0衛,1 /共4層,84.19,29.4,--,#NAME?,17.2,1450萬,600台灣嘉義市東區立仁路38號,23.4656274,120.4658786,芳草里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市興村里溪興街231巷22弄1~30號,30.9,5房/2廳/3衛,1 /共2層,55.29,62.32,--,#NAME?,17.2,950萬,600台灣嘉義市東區溪興街231巷22弄18號,23.4532015,120.4552755,興村里,2015/3/1
10403(實價),套房,嘉義市嘉義市忠孝路1~30號,24.3,1房/1廳/1衛,7 /共8層,9.72,1.18,--,#NAME?,17.3,168萬,600台灣嘉義市東區忠孝路522-1號,23.4939767,120.452811,仁義里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,57.17,30.01,--,#NAME?,17.5,998萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市福全街91~120號,2.8,4房/2廳/3衛,1 /共4層,77.82,42.27,--,#NAME?,17.5,1360萬,600台灣嘉義市西區福全街91號,23.4787884,120.4305936,福全里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市大吉街61~90號,3.3,4房/3廳/3衛,1 /共3層,51.59,27.59,--,#NAME?,17.8,920萬,600台灣嘉義市西區大吉街63號,23.4652186,120.4180094,劉厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路10巷1~30號,3.4,19房/0廳/19衛,1 /共4層,128.51,52.03,--,#NAME?,17.9,2300萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市過溪271~300號,37.8,5房/1廳/4衛,1 /共2層,27.61,26.92,--,#NAME?,18.1,500萬,600台灣嘉義市東區過溪41號,23.4515886,120.4558931,興村里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市友忠路931~960號,6,5房/2廳/5衛,1 /共4層,57.63,36.12,--,#NAME?,18.2,1050萬,600台灣嘉義市西區友忠路931號,23.4893478,120.4427651,重興里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市四維路301~330號,5.4,5房/2廳/6衛,1 /共4層,65.55,28.13,--,#NAME?,18.3,1200萬,600台灣嘉義市西區四維路301號,23.4874057,120.4272811,福安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市文雅街301~330號,11.3,5房/2廳/2衛,1 /共4層,56.48,25.71,--,#NAME?,18.4,1040萬,600台灣嘉義市東區文雅街168號,23.4833501,120.4847978,文雅里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市保安一路31~60號,0.2,4房/3廳/5衛,1 /共3層,63.66,28.74,--,#NAME?,18.5,1180萬,600台灣嘉義市西區保安一路60號,23.4937234,120.4406487,新厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市保安一路361~390號,0.8,4房/1廳/4衛,1 /共4層,84.01,38.12,--,#NAME?,18.5,1550萬,600台灣嘉義市西區保安一路361號,23.4912002,120.4319529,保安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,55.42,27.89,--,#NAME?,18.6,1032萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市吳鳳南路17巷1~30號,14.8,5房/3廳/5衛,1 /共4層,91.24,35.7,--,#NAME?,18.6,1700萬,600台灣嘉義市東區吳鳳南路17巷30號,23.4735075,120.4554959,興南里,2015/3/1
10403(實價),透天厝(含車位),嘉義市嘉義市大雅路一段368巷50弄31~60號,0.6,4房/2廳/4衛,1 /共3層,88.65,67.9,7.56,#NAME?,18.6,1650萬,600台灣嘉義市東區大雅路一段32號,23.4802408,120.5032865,盧厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市義教街613巷121~150號,0.8,4房/2廳/3衛,1 /共4層,63.75,38.72,--,#NAME?,18.8,1198萬,600台灣嘉義市東區義教街613巷27號,23.4974333,120.4573681,頂庄里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,54.24,26.68,--,#NAME?,19.5,1058萬,600台灣嘉義市東區立仁路141-1號,23.4641073,120.4622139,芳安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市圓福街118巷2弄61~90號,0.3,4房/3廳/5衛,1 /共3層,77.03,35.39,--,#NAME?,19.7,1520萬,600台灣嘉義市東區圓福街118巷2弄61號,23.488745,120.467621,王田里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市仁愛一街1~30號,27.3,7房/3廳/5衛,1 /共4層,75.75,42.8,--,#NAME?,19.8,1500萬,600台灣嘉義市西區仁愛一街20-48號,23.4676094,120.4419765,自強里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市玉山路541~570號,0.9,5房/3廳/5衛,1 /共5層,101.15,45.16,--,#NAME?,19.8,2000萬,600台灣嘉義市西區玉山路523-543號,23.4699774,120.4170123,劉厝里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市南京東街70巷1~30號,39.3,3房/2廳/1衛,1 /共2層,23.3,16.94,--,#NAME?,20.1,468萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里,2015/3/1
10403(實價),店面(店鋪),嘉義市嘉義市新榮路121~150號,--,4房/2廳/3衛,1 /共3層,70.18,46.02,--,#NAME?,22.7,1593萬,600台灣嘉義市西區新榮路121號,23.4737573,120.4446604,新富里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市世賢路四段391~420號,3.7,5房/2廳/4衛,1 /共4層,70.15,34.49,--,#NAME?,22.8,1600萬,600台灣嘉義市西區阿里山公路392號,23.4636318,120.4502301,美源里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市永樂四街1~30號,1.3,4房/2廳/5衛,1 /共4層,70.9,37.81,--,#NAME?,23.3,1650萬,600台灣嘉義市西區永樂四街11號,23.4752745,120.423045,港坪里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市自由路391~420號,3.1,6房/3廳/4衛,1 /共4層,49.13,27.83,--,#NAME?,23.8,1168萬,600台灣嘉義市西區自由路391號,23.4922147,120.4315143,保安里,2015/3/1
10403(實價),公寓,嘉義市嘉義市東洋新?151~180號,25.3,4房/2廳/3衛,1 /共2層,52.56,35.39,--,#NAME?,24.5,1290萬,600台灣嘉義市東區文雅街,23.4837986,120.487306,文雅里,2015/3/1
10403(實價),店面(店鋪),嘉義市嘉義市中山路1~30號,34.8,3房/1廳/3衛,1 /共7層,56,9.9,--,#NAME?,24.6,1380萬,600台灣嘉義市東區中山路46號,23.4825597,120.4608711,中山里,2015/3/1
10403(實價),店面(店鋪),嘉義市嘉義市文化路1~30號,7.6,3房/2廳/4衛,1 /共4層,76.14,39.48,--,#NAME?,25,1900萬,600台灣嘉義市西區垂楊路402號,23.4741274,120.4497741,文化里,2015/3/1
10403(實價),店面(店鋪),嘉義市嘉義市八德路271~300號,1.2,4房/3廳/3衛,1 /共3層,52.68,23.6,--,#NAME?,27.1,1430萬,600台灣嘉義市西區八德路300號,23.490958,120.430367,保安里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市金龍街91~120號,0,5房/2廳/6衛,1 /共4層,97.31,59.59,--,#NAME?,27.2,2650萬,600台灣嘉義市東區金龍街91號,23.4774845,120.4660093,東川里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市光彩街541~570號,0.8,10房/2廳/12衛,1 /共5層,103.38,27.77,--,#NAME?,28.1,2900萬,600台灣嘉義市西區光彩街541號,23.477635,120.4437435,書院里,2015/3/1
10403(實價),公寓,嘉義市嘉義市盧厝里東洋新?271~300號,29.3,0房/0廳/0衛,4 /共5層,14.07,3.55,--,#NAME?,3.6,50萬,找不到位址,無,無,無,2015/3/1
10403(實價),華廈,嘉義市嘉義市共和路61~90號,33.9,2房/2廳/2衛,5 /共9層,11.16,1.7,--,#NAME?,3.9,43萬,600台灣嘉義市東區共和路186-206號,23.4792446,120.4555668,民族里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市五福街18巷1~30號,36.6,5房/2廳/2衛,1 /共2層,41,49.31,--,#NAME?,30.5,1250萬,600台灣嘉義市東區五福街18巷1號,23.486983,120.468528,王田里,2015/3/1
10403(實價),公寓,嘉義市嘉義市林森東路269巷38弄1~30號,22.4,2房/2廳/1衛,5 /共5層,41.51,13.29,--,#NAME?,4.3,180萬,600台灣嘉義市東區林森東路269巷1弄30號,23.4901012,120.4654374,新店里,2015/3/1
10403(實價),公寓,嘉義市嘉義市興村里35鄰溪興街153巷12弄1~30號,32.3,3房/1廳/2衛,5 /共5層,33.04,9.95,--,#NAME?,4.3,142萬,找不到位址,無,無,無,2015/3/1
10403(實價),住宅大樓,嘉義市嘉義市國揚一街1~30號,20.2,4房/2廳/2衛,5 /共12層,49.29,0,--,#NAME?,4.6,225萬,600台灣嘉義市西區國揚一街16號,23.4871555,120.4283775,保福里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市保成路47巷1~30號,0.5,5房/2廳/3衛,1 /共4層,80.79,0,--,#NAME?,4.7,381萬,600台灣嘉義市東區保成路81巷46號,23.502603,120.4549625,後湖里,2015/3/1
10403(實價),住宅大樓,嘉義市嘉義市志昇街91~120號,10.3,3房/2廳/2衛,8 /共14層,62.31,14.71,--,#NAME?,4.8,300萬,600台灣嘉義市西區志昇街79號,23.4691128,120.4430855,翠岱里,2015/3/1
10403(實價),公寓,嘉義市嘉義市仁義新村1~30號,32.8,3房/1廳/1衛,5 /共5層,25.03,12.84,--,#NAME?,4.8,120萬,600台灣嘉義市東區紅毛埤119號,23.4604342,120.4847725,鹿寮里,2015/3/1
10403(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,21.8,3房/1廳/1衛,8 /共16層,37.07,4.43,--,#NAME?,4.9,180萬,600台灣嘉義市東區小雅路185號,23.4726044,120.4740688,蘭潭里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市延平街61~90號,79.2,2房/2廳/1衛,1 /共1層,10.31,20.27,--,#NAME?,48.5,500萬,600台灣嘉義市東區延平街61號,23.4775949,120.4581781,華南里,2015/3/1
10403(實價),透天厝,嘉義市嘉義市世賢路一段601~630號,35.6,2房/1廳/1衛,1 /共1層,12.71,32.67,--,#NAME?,48.9,620萬,600台灣嘉義市西區世賢路一段601號,23.4921739,120.4303935,保安里,2015/3/1
10403(實價),店面(店鋪),嘉義市嘉義市文化路211~240號,46.4,5房/2廳/5衛,1 /共2層,49.36,19.66,--,#NAME?,49.8,2460萬,600台灣嘉義市東區文化路211號,23.4817831,120.4490584,中央里,2015/3/1
10403(實價),華廈(含車位),嘉義市嘉義市竹子腳1~30號,22.6,3房/2廳/2衛,9 /共10層,48.49,8.49,--,#NAME?,5.2,250萬,600台灣嘉義市西區竹子腳巷21號,23.4943783,120.3974321,竹村里,2015/3/1
10403(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.6,2房/1廳/1衛,12 /共18層,49.56,4.15,--,#NAME?,5.2,260萬,600台灣嘉義市西區德明路90號,23.4814836,120.4320387,福全里,2015/3/1
