年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10306(實價),公寓,嘉義市嘉義市仁義新村31~60號,32.1,3房/1廳/1衛,5 /共5層,25,12.9,--,--萬,4萬,100萬,600台灣嘉義市西區31,23.4699693,120.4487861,育英里
10306(實價),公寓,嘉義市嘉義市仁義新村31~60號,32.1,3房/1廳/1衛,5 /共5層,25.03,11.27,--,--萬,3.4萬,86萬,600台灣嘉義市西區31,23.4699693,120.4487861,育英里
10308(實價),公寓,嘉義市嘉義市仁義新村31~60號,32.3,3房/1廳/1衛,5 /共5層,25.6,11.27,--,--萬,1.4萬,36萬,600台灣嘉義市西區31,23.4699693,120.4487861,育英里
10311(實價),公寓,嘉義市嘉義市仁義新村31~60號,32.5,3房/2廳/2衛,3 /共5層,25.71,12.9,--,--萬,4.9萬,125萬,600台灣嘉義市西區31,23.4699693,120.4487861,育英里
10308(實價),住宅大樓,嘉義市嘉義市八德路121~150號,20.5,2房/1廳/2衛,7 /共12層,29.41,3.76,--,--萬,9.1萬,268萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10310(實價),店面(店鋪),嘉義市嘉義市八德路121~150號,20.7,4房/2廳/3衛,1 /共12層,59.71,6.78,--,--萬,10.9萬,650萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10311(實價),住宅大樓,嘉義市嘉義市八德路121~150號,20.8,3房/2廳/2衛,7 /共12層,14.71,1.88,--,--萬,9.1萬,134萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10301(實價),住宅大樓,嘉義市嘉義市八德路181~210號,20.1,3房/2廳/2衛,11 /共12層,35.13,5.26,--,--萬,11萬,388萬,600台灣嘉義市西區八德路174號,23.4871625,120.4306552,保福里
10302(實價),住宅大樓,嘉義市嘉義市八德路181~210號,20.2,5房/1廳/4衛,1 /共12層,55.46,6.96,--,--萬,8.1萬,450萬,600台灣嘉義市西區八德路174號,23.4871625,120.4306552,保福里
10305(實價),住宅大樓,嘉義市嘉義市八德路181~210號,20.4,2房/2廳/1衛,9 /共12層,31.56,4,--,--萬,7.5萬,236萬,600台灣嘉義市西區八德路174號,23.4871625,120.4306552,保福里
10310(實價),住宅大樓,嘉義市嘉義市八德路181~210號,20.8,3房/2廳/2衛,12 /共12層,37.97,4.77,--,--萬,11.2萬,427萬,600台灣嘉義市西區八德路174號,23.4871625,120.4306552,保福里
10301(實價),透天厝,嘉義市嘉義市八德路181巷1~30號,38.6,3房/2廳/2衛,1 /共2層,22.19,20.27,--,--萬,21.6萬,480萬,600台灣嘉義市西區八德路181巷13號,23.4875334,120.4298134,保福里
10301(實價),透天厝,嘉義市嘉義市八德路181巷1~30號,33.5,3房/2廳/2衛,1 /共2層,23.79,21.48,--,--萬,10.5萬,250萬,600台灣嘉義市西區八德路181巷13號,23.4875334,120.4298134,保福里
10312(實價),店面(店鋪),嘉義市嘉義市八德路271~300號,0.9,4房/3廳/3衛,1 /共3層,59.81,33.28,--,--萬,26.3萬,1570萬,600台灣嘉義市西區八德路300號,23.490958,120.430367,保安里
10312(實價),店面(店鋪),嘉義市嘉義市八德路271~300號,0.9,4房/3廳/3衛,1 /共3層,61.76,29.95,--,--萬,28.3萬,1750萬,600台灣嘉義市西區八德路300號,23.490958,120.430367,保安里
10312(實價),透天厝,嘉義市嘉義市八德路271~300號,0.9,4房/3廳/3衛,1 /共3層,53.32,23.29,--,--萬,21.7萬,1155萬,600台灣嘉義市西區八德路300號,23.490958,120.430367,保安里
10312(實價),透天厝,嘉義市嘉義市八德路271~300號,0.9,4房/3廳/3衛,1 /共3層,52.37,23.6,--,--萬,24.8萬,1300萬,600台灣嘉義市西區八德路300號,23.490958,120.430367,保安里
10301(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.2,3房/2廳/2衛,13 /共16層,34.58,3.74,--,--萬,7.8萬,270萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10303(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.3,3房/2廳/2衛,12 /共16層,41.74,4.39,--,--萬,8.1萬,339萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10303(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.7,3房/2廳/2衛,5 /共12層,33.6,3.11,--,--萬,6.8萬,230萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10304(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.8,3房/1廳/2衛,11 /共12層,32.07,2.97,--,--萬,9萬,288萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10306(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.6,3房/2廳/2衛,6 /共16層,34.26,3.74,--,--萬,9萬,310萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10306(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.6,3房/1廳/2衛,2 /共16層,32.17,3.47,--,--萬,8.7萬,280萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10307(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.7,3房/2廳/2衛,4 /共16層,34.58,3.74,--,--萬,8.2萬,285萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10307(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.7,3房/1廳/2衛,9 /共16層,34.58,3.74,--,--萬,8.8萬,305萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10308(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.8,3房/2廳/2衛,15 /共16層,34.26,3.74,--,--萬,10.4萬,356萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10301(實價),華廈(含車位),嘉義市嘉義市八德路331~360號,20.2,3房/2廳/2衛,6 /共8層,46,7.86,--,--萬,6.1萬,282萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10304(實價),華廈,嘉義市嘉義市八德路331~360號,20.4,3房/2廳/2衛,2 /共8層,42,7.61,--,--萬,6.5萬,275萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10309(實價),華廈,嘉義市嘉義市八德路331~360號,20.8,3房/2廳/2衛,6 /共8層,46,7.86,--,--萬,9.3萬,430萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10302(實價),套房,嘉義市嘉義市力行街1~30號,19.3,1房/1廳/1衛,5 /共12層,11.75,1.31,--,--萬,7.2萬,85萬,600台灣嘉義市西區力行街30號,23.4736351,120.4381021,永和里
10304(實價),套房,嘉義市嘉義市力行街1~30號,19.4,1房/1廳/1衛,12 /共12層,18.23,2.08,--,--萬,7.5萬,136萬,600台灣嘉義市西區力行街30號,23.4736351,120.4381021,永和里
10303(實價),公寓,嘉義市嘉義市上海路121~150號,30.1,3房/2廳/2衛,4 /共5層,26.73,8.92,--,--萬,4.5萬,120萬,600台灣嘉義市西區上海路106-110號,23.4655441,120.4319231,車店里
10312(實價),公寓,嘉義市嘉義市上海路121~150號,30.8,2房/1廳/1衛,3 /共5層,23.81,8.88,--,--萬,5萬,120萬,600台灣嘉義市西區上海路106-110號,23.4655441,120.4319231,車店里
10305(實價),公寓,嘉義市嘉義市上海路91~120號,30.3,2房/1廳/1衛,4 /共5層,27.84,10.59,--,--萬,4.8萬,135萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10308(實價),公寓,嘉義市嘉義市上海路91~120號,30.5,3房/1廳/2衛,3 /共5層,26.39,8.71,--,--萬,5.7萬,150萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10308(實價),公寓,嘉義市嘉義市上海路91~120號,30.5,3房/2廳/2衛,4 /共5層,26.59,8.71,--,--萬,4.5萬,120萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10302(實價),店面(店鋪),嘉義市嘉義市上海路211~240號,0.7,5房/2廳/4衛,1 /共4層,80.6,32.67,--,--萬,24.8萬,1998萬,600台灣嘉義市西區上海路212-224號,23.4671226,120.4332838,車店里
10303(實價),店面(店鋪)(含車位),嘉義市嘉義市西區車店里20鄰上海路211~240號,0.8,5房/3廳/4衛,2 /共4層,80.6,32.67,--,--萬,23.6萬,1900萬,600台灣嘉義市西區上海路212-224號,23.4671226,120.4332838,車店里
10304(實價),店面(店鋪)(含車位),嘉義市嘉義市上海路211~240號,0.8,6房/3廳/4衛,1 /共4層,80.6,32.67,--,--萬,23.3萬,1880萬,600台灣嘉義市西區上海路212-224號,23.4671226,120.4332838,車店里
10311(實價),店面(店鋪)(含車位),嘉義市嘉義市上海路211~240號,1.4,5房/3廳/4衛,1 /共4層,80.6,32.67,--,--萬,23.3萬,1880萬,600台灣嘉義市西區上海路212-224號,23.4671226,120.4332838,車店里
10301(實價),透天厝,嘉義市嘉義市上海路16巷1~30號,28.5,4房/3廳/3衛,1 /共2層,32.69,23.59,--,--萬,18.4萬,600萬,600台灣嘉義市西區上海路30號,23.4640227,120.4306926,車店里
10301(實價),公寓,嘉義市嘉義市上海路61~90號,29.9,3房/2廳/2衛,1 /共5層,23.74,10.03,--,--萬,8.4萬,200萬,600台灣嘉義市西區上海路90號,23.4651748,120.4316949,車店里
10305(實價),公寓,嘉義市嘉義市上海路61~90號,30.3,3房/2廳/2衛,3 /共5層,27.09,10.59,--,--萬,6.6萬,180萬,600台灣嘉義市西區上海路90號,23.4651748,120.4316949,車店里
10301(實價),透天厝,嘉義市嘉義市大仁街91~120號,3,3房/3廳/3衛,1 /共4層,62.75,28.21,--,--萬,14.7萬,920萬,600台灣嘉義市西區大仁街120號,23.4660068,120.4158746,劉厝里
10304(實價),透天厝,嘉義市嘉義市大仁街121~150號,3.3,4房/2廳/4衛,1 /共4層,55.39,30.71,--,--萬,14.3萬,790萬,600台灣嘉義市西區大仁街156號,23.4659258,120.4157319,劉厝里
10305(實價),透天厝,嘉義市嘉義市大仁街1~30號,9.5,5房/1廳/3衛,1 /共4層,61.98,40.02,--,--萬,14萬,870萬,600台灣嘉義市西區大仁街30號,23.4659594,120.4177813,劉厝里
10302(實價),透天厝,嘉義市嘉義市大同路102巷10弄1~30號,24.8,4房/2廳/3衛,1 /共2層,39.48,32.37,--,--萬,15.8萬,622萬,600台灣嘉義市西區大同路102巷10弄7號,23.4759809,120.4323052,西平里
10312(實價),透天厝,嘉義市嘉義市大同新村31~60號,45.6,4房/2廳/3衛,1 /共2層,27.19,23.59,--,--萬,23.9萬,650萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10301(實價),套房,嘉義市嘉義市大同路391~420號,19.6,1房/1廳/1衛,7 /共13層,21.44,3.51,--,--萬,8.3萬,178萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10302(實價),住宅大樓,嘉義市嘉義市大同路391~420號,19.7,3房/1廳/2衛,10 /共13層,33.28,4.2,--,--萬,7.6萬,252萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10305(實價),住宅大樓(含車位),嘉義市嘉義市大同路391~420號,19.9,4房/2廳/2衛,8 /共13層,52.99,6.66,--,--萬,7.2萬,380萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10308(實價),住宅大樓(含車位),嘉義市嘉義市大同路391~420號,20.2,3房/2廳/2衛,3 /共13層,33.28,4.15,--,--萬,7.5萬,250萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10309(實價),住宅大樓,嘉義市嘉義市大同路391~420號,20.3,3房/1廳/2衛,12 /共13層,28.05,3.51,--,--萬,10.2萬,285萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10311(實價),透天厝,嘉義市嘉義市港坪里大同路635巷1弄1~30號,9.9,4房/2廳/3衛,1 /共3層,47.3,29.25,--,--萬,14.8萬,700萬,600台灣嘉義市西區大同路438巷1弄32號,23.4749078,120.4159637,港坪里
10304(實價),透天厝,嘉義市嘉義市西區港坪里大同路635巷3弄1~30號,9.3,5房/2廳/3衛,1 /共3層,47.3,29.25,--,--萬,14.1萬,665萬,600台灣嘉義市西區大同路438巷30弄22號,23.4757592,120.4161952,港坪里
10311(實價),透天厝,嘉義市嘉義市大同路438巷36弄1~30號,15.1,4房/2廳/2衛,1 /共3層,108.29,129.26,--,--萬,12萬,1300萬,600台灣嘉義市西區大同路438巷30弄22號,23.4757592,120.4161952,港坪里
10307(實價),華廈,嘉義市嘉義市大同路451~480號,19.9,3房/2廳/2衛,6 /共8層,50.18,7.08,--,--萬,7.8萬,390萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10308(實價),店面(店鋪)(含車位),嘉義市嘉義市大同路451~480號,20,3房/2廳/3衛,1 /共8層,66.16,9.77,--,--萬,9.5萬,626萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10311(實價),華廈,嘉義市嘉義市大同路451~480號,20.3,5房/2廳/3衛,1 /共8層,83.44,11.66,--,--萬,9.3萬,780萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10312(實價),華廈,嘉義市嘉義市大同路451~480號,20.3,3房/1廳/2衛,7 /共8層,38.41,5.92,--,--萬,9.1萬,350萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10312(實價),華廈,嘉義市嘉義市大同路451~480號,20.3,3房/2廳/2衛,6 /共8層,51.01,7.33,--,--萬,8.1萬,415萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10307(實價),透天厝,嘉義市嘉義市大義街61~90號,6.8,4房/2廳/4衛,1 /共3層,56.88,47.38,--,--萬,15.8萬,900萬,600台灣嘉義市西區大利街133-165號,23.4675671,120.4168715,劉厝里
10312(實價),透天厝,嘉義市嘉義市大利街220巷1~30號,11.6,4房/2廳/3衛,1 /共3層,55.55,35.6,--,--萬,12.1萬,670萬,600台灣嘉義市西區大利街37號,23.4638141,120.4167692,劉厝里
10305(實價),透天厝,嘉義市嘉義市大和街1~30號,0.8,7房/3廳/5衛,1 /共4層,95.79,45.89,--,--萬,16.7萬,1600萬,600台灣嘉義市西區大和街20-96號,23.4682624,120.4176537,劉厝里
10301(實價),透天厝,嘉義市嘉義市大信街97巷1~30號,5.1,5房/1廳/4衛,1 /共4層,51.19,27.89,--,--萬,13.3萬,680萬,600台灣嘉義市西區大信街30號,23.4670192,120.4180346,劉厝里
10301(實價),透天厝,嘉義市嘉義市大信街91~120號,6.6,4房/2廳/3衛,1 /共4層,62.27,31.89,--,--萬,15.1萬,938萬,600台灣嘉義市西區大信街95號,23.4669109,120.4161446,劉厝里
10309(實價),透天厝,嘉義市嘉義市大統路211~240號,21.6,5房/1廳/4衛,1 /共7層,50.47,9,--,--萬,7.7萬,390萬,600台灣嘉義市西區大統路211號,23.4735813,120.425259,磚?里
10311(實價),華廈,嘉義市嘉義市大統路211~240號,21.8,5房/1廳/3衛,1 /共7層,50.47,9,--,--萬,9.1萬,460萬,600台灣嘉義市西區大統路211號,23.4735813,120.425259,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,4房/3廳/5衛,1 /共4層,60.89,39.44,--,--萬,15.8萬,960萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,4房/3廳/5衛,1 /共4層,60.84,35.81,--,--萬,16.4萬,1000萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,4房/3廳/5衛,1 /共4層,60.82,33.99,--,--萬,14.3萬,868萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,4房/3廳/4衛,1 /共4層,61.13,37.32,--,--萬,14.7萬,900萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,5房/3廳/5衛,1 /共4層,60.91,34.9,--,--萬,15.4萬,938萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,5房/3廳/3衛,1 /共4層,60.91,36.41,--,--萬,15.1萬,920萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,4房/3廳/4衛,1 /共4層,60.84,34.6,--,--萬,14.8萬,900萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,5房/3廳/5衛,1 /共4層,60.91,35.2,--,--萬,14.8萬,900萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,3房/3廳/4衛,1 /共4層,61.53,36.72,--,--萬,15萬,920萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路110巷1~30號,0.1,3房/3廳/4衛,1 /共4層,69.52,47.61,--,--萬,15.1萬,1050萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10305(實價),透天厝,嘉義市嘉義市大統路38巷31~60號,0.1,7房/2廳/3衛,1 /共4層,63.76,28.74,--,--萬,13.8萬,880萬,600台灣嘉義市西區大統路31號,23.469286,120.428561,磚瑤里
10305(實價),透天厝,嘉義市嘉義市大統路38巷31~60號,0.1,6房/2廳/3衛,1 /共4層,63.87,28.74,--,--萬,13.6萬,870萬,600台灣嘉義市西區大統路31號,23.469286,120.428561,磚瑤里
10305(實價),透天厝,嘉義市嘉義市大統路38巷31~60號,0.1,6房/2廳/4衛,1 /共4層,63.88,28.74,--,--萬,14.1萬,900萬,600台灣嘉義市西區大統路31號,23.469286,120.428561,磚瑤里
10305(實價),透天厝,嘉義市嘉義市大統路38巷31~60號,0.1,6房/2廳/3衛,1 /共4層,63.87,28.74,--,--萬,14.5萬,926萬,600台灣嘉義市西區大統路31號,23.469286,120.428561,磚瑤里
10305(實價),透天厝,嘉義市嘉義市大統路38巷31~60號,0.1,6房/2廳/3衛,1 /共4層,64.93,29.34,--,--萬,13.7萬,890萬,600台灣嘉義市西區大統路31號,23.469286,120.428561,磚瑤里
10305(實價),透天厝,嘉義市嘉義市大統路38巷61~90號,0.1,6房/2廳/4衛,1 /共4層,79.13,42.05,--,--萬,13.9萬,1100萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10305(實價),透天厝,嘉義市嘉義市大統路38巷61~90號,0.1,5房/2廳/3衛,1 /共4層,64.75,28.74,--,--萬,13.4萬,870萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路91~120號,0.1,2房/3廳/4衛,1 /共4層,77.83,41.25,--,--萬,18萬,1399萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路91~120號,0.1,5房/2廳/6衛,1 /共4層,65.87,37.32,--,--萬,22.8萬,1500萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路91~120號,0.1,1房/4廳/3衛,1 /共4層,67.03,36.41,--,--萬,20.7萬,1389萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路91~120號,0.1,5房/2廳/6衛,1 /共4層,65.87,37.02,--,--萬,23.3萬,1535萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路91~120號,0.1,5房/2廳/6衛,1 /共4層,65.87,37.32,--,--萬,23.5萬,1550萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10310(實價),透天厝,嘉義市嘉義市大統路91~120號,0.1,5房/2廳/6衛,1 /共4層,65.87,36.72,--,--萬,22.8萬,1500萬,600台灣嘉義市西區大統路90號,23.4707458,120.4262717,磚?里
10308(實價),透天厝,嘉義市嘉義市大富一街1~30號,10.8,3房/3廳/3衛,1 /共3層,52.61,32.69,--,--萬,14.3萬,750萬,600台灣嘉義市西區大富一街30號,23.4621022,120.4162922,劉厝里
10312(實價),透天厝,嘉義市嘉義市大富一街31~60號,8.8,3房/3廳/3衛,1 /共4層,62.3,38.58,--,--萬,14.1萬,880萬,600台灣嘉義市西區大富一街60號,23.4620908,120.4157026,劉厝里
10301(實價),透天厝,嘉義市嘉義市大富二街31~60號,2.8,4房/3廳/3衛,1 /共4層,50.42,25.4,--,--萬,17.2萬,866萬,600台灣嘉義市西區大富二街60號,23.4632006,120.4138595,劉厝里
10311(實價),透天厝,嘉義市嘉義市大富四街1~30號,9,4房/2廳/3衛,1 /共4層,70.74,45.27,--,--萬,21.2萬,1500萬,600台灣嘉義市西區大富四街1號,23.464077,120.4148569,劉厝里
10310(實價),透天厝,嘉義市嘉義市大富西街31~60號,10.1,4房/3廳/3衛,1 /共3層,50.84,30.77,--,--萬,14.5萬,735萬,600台灣嘉義市西區大富西街60號,23.4645284,120.4136174,劉厝里
10302(實價),透天厝,嘉義市嘉義市大富西街85巷1~30號,7.2,5房/1廳/4衛,1 /共4層,59.73,34.35,--,--萬,13.4萬,798萬,600台灣嘉義市西區大富西街85巷30號,23.4641137,120.4128236,劉厝里
10309(實價),透天厝,嘉義市嘉義市大富西街85巷1~30號,7.7,3房/3廳/4衛,1 /共4層,72.19,34.35,--,--萬,10萬,720萬,600台灣嘉義市西區大富西街85巷30號,23.4641137,120.4128236,劉厝里
10310(實價),透天厝,嘉義市嘉義市大富西街87巷31~60號,7.6,3房/2廳/3衛,1 /共4層,56.56,30.3,--,--萬,14.5萬,820萬,600台灣嘉義市西區大富西街87巷31號,23.4642879,120.4127133,劉厝里
10308(實價),透天厝,嘉義市嘉義市大富路331~360號,8.5,5房/1廳/4衛,1 /共3層,50.49,24.09,--,--萬,14.9萬,750萬,600台灣嘉義市西區大富路360號,23.4689436,120.4152322,劉厝里
10303(實價),透天厝,嘉義市嘉義市民族路511~540號,51.9,4房/1廳/3衛,1 /共2層,38.41,32.97,--,--萬,68.7萬,2640萬,600台灣嘉義市西區大華公路540號,23.4760064,120.4479422,文化里
10303(實價),透天厝,嘉義市嘉義市民族路511~540號,13.4,8房/1廳/6衛,1 /共5層,64.13,16.94,--,--萬,37.7萬,2420萬,600台灣嘉義市西區大華公路540號,23.4760064,120.4479422,文化里
10303(實價),透天厝,嘉義市嘉義市民族路541~570號,50.4,8房/1廳/7衛,1 /共5層,106.23,31.63,--,--萬,23.1萬,2450萬,600台灣嘉義市西區大華公路562-572號,23.4757829,120.4473313,西榮里
10303(實價),透天厝,嘉義市嘉義市大華路138巷1~30號,4.6,5房/2廳/4衛,1 /共4層,105.45,45.98,--,--萬,9.4萬,990萬,600台灣嘉義市西區大華路41號,23.474813,120.428219,磚瑤里
10311(實價),透天厝,嘉義市嘉義市大溪路465巷31~60號,8.9,4房/3廳/3衛,1 /共3層,44.6,32.96,--,--萬,11.3萬,502萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10305(實價),透天厝,嘉義市嘉義市大溪路451~480號,0.1,4房/3廳/5衛,1 /共3層,65.18,40.46,--,--萬,10.4萬,680萬,600台灣嘉義市西區大溪路348號,23.4806582,120.4043257,大溪里
10305(實價),透天厝,嘉義市嘉義市大溪路488巷1~30號,0.1,3房/2廳/3衛,1 /共3層,53.65,40.35,--,--萬,10.8萬,580萬,600台灣嘉義市西區大溪路407巷1號,23.480971,120.408373,大溪里
10305(實價),透天厝,嘉義市嘉義市大溪路488巷1~30號,0.1,3房/2廳/3衛,1 /共3層,54.69,42.85,--,--萬,10.6萬,580萬,600台灣嘉義市西區大溪路407巷1號,23.480971,120.408373,大溪里
10303(實價),透天厝,嘉義市嘉義市大溪路591巷31~60號,10.3,4房/1廳/3衛,1 /共3層,51.34,31.22,--,--萬,6.8萬,350萬,600台灣嘉義市西區大溪路591巷40號,23.4802136,120.4030635,大溪里
10305(實價),透天厝,嘉義市嘉義市大聖一街10巷1~30號,7.8,6房/1廳/5衛,1 /共4層,58.08,31.73,--,--萬,12.1萬,700萬,600台灣嘉義市西區大聖一街10巷7號,23.4623056,120.421453,劉厝里
10307(實價),透天厝,嘉義市嘉義市大聖一街10巷1~30號,8,4房/3廳/3衛,1 /共4層,57.47,31.73,--,--萬,13.1萬,755萬,600台灣嘉義市西區大聖一街10巷7號,23.4623056,120.421453,劉厝里
10309(實價),透天厝,嘉義市嘉義市大聖二街1~30號,1.9,4房/2廳/4衛,1 /共4層,78.79,34.53,--,--萬,11.8萬,932萬,600台灣嘉義市西區大聖二街12號,23.4626339,120.4209624,劉厝里
10301(實價),透天厝,嘉義市嘉義市大聖北街1~30號,0.4,4房/2廳/4衛,1 /共3層,59.04,38.97,--,--萬,14.4萬,850萬,600台灣嘉義市西區大聖北街59號,23.4623699,120.4189538,劉厝里
10301(實價),透天厝,嘉義市嘉義市大聖四街1~30號,9.2,4房/2廳/2衛,1 /共4層,50.64,30.31,--,--萬,14.7萬,746萬,600台灣嘉義市西區大聖四街14號,23.4608364,120.4168267,劉厝里
10310(實價),透天厝,嘉義市嘉義市大聖四街1~30號,9.9,4房/2廳/3衛,1 /共4層,54.83,31.2,--,--萬,15.5萬,850萬,600台灣嘉義市西區大聖四街14號,23.4608364,120.4168267,劉厝里
10305(實價),透天厝,嘉義市嘉義市大聖南街91~120號,8.7,4房/1廳/3衛,1 /共4層,59.02,31.77,--,--萬,8.5萬,500萬,600台灣嘉義市西區大聖南街120號,23.4609223,120.4186174,劉厝里
10307(實價),透天厝,嘉義市嘉義市西區大聖路181~210號,0.2,4房/2廳/3衛,1 /共4層,82.9,42.12,--,--萬,12.1萬,1000萬,600台灣嘉義市西區大聖路156號,23.4617412,120.4184082,劉厝里
10307(實價),透天厝,嘉義市嘉義市西區大聖路181~210號,0.2,4房/2廳/3衛,1 /共4層,62.55,36.01,--,--萬,16.4萬,1026萬,600台灣嘉義市西區大聖路156號,23.4617412,120.4184082,劉厝里
10307(實價),透天厝,嘉義市嘉義市西區大聖路181~210號,0.2,4房/2廳/3衛,1 /共4層,77.13,38.93,--,--萬,12.7萬,980萬,600台灣嘉義市西區大聖路156號,23.4617412,120.4184082,劉厝里
10310(實價),透天厝,嘉義市嘉義市大聖路1~30號,2,4房/3廳/4衛,1 /共4層,69.4,49.96,--,--萬,21.9萬,1520萬,600台灣嘉義市西區大聖路2號,23.4618956,120.4219081,劉厝里
10304(實價),透天厝,嘉義市嘉義市大賢路121~150號,5.4,3房/2廳/3衛,1 /共4層,63.05,35.39,--,--萬,13.5萬,854萬,600台灣嘉義市西區大賢路150號,23.4626254,120.4142577,劉厝里
10311(實價),透天厝,嘉義市嘉義市大賢路151~180號,6,4房/2廳/3衛,1 /共4層,70.08,39.33,--,--萬,12.8萬,900萬,600台灣嘉義市西區大賢路150號,23.4626254,120.4142577,劉厝里
10311(實價),透天厝,嘉義市嘉義市大賢路31~60號,0.1,5房/2廳/5衛,1 /共4層,84.22,41.79,--,--萬,16.1萬,1360萬,600台灣嘉義市西區大賢路31號,23.4625512,120.4161313,劉厝里
10312(實價),透天厝,嘉義市嘉義市大賢路31~60號,0.2,5房/2廳/4衛,1 /共4層,71.53,40.08,--,--萬,16.8萬,1200萬,600台灣嘉義市西區大賢路31號,23.4625512,120.4161313,劉厝里
