年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10310(實價),店面(店鋪),嘉義市嘉義市吳鳳南路121~150號,47.3,2房/1廳/1衛,1 /共2層,24.11,19.36,--,--萬,29萬,700萬,600台灣嘉義市東區吳鳳南路123號,23.4699461,120.4544391,興南里
10304(實價),透天厝,嘉義市嘉義市吳鳳南路365巷151~180號,0.1,4房/3廳/3衛,1 /共4層,66.41,32.37,--,--萬,12.6萬,835萬,600台灣嘉義市東區吳鳳南路151號,23.4689796,120.454511,安業里
10304(實價),透天厝,嘉義市嘉義市吳鳳南路365巷151~180號,0.1,5房/3廳/4衛,1 /共3層,84.05,61.71,--,--萬,16.1萬,1350萬,600台灣嘉義市東區吳鳳南路151號,23.4689796,120.454511,安業里
10311(實價),透天厝,嘉義市嘉義市吳鳳南路365巷151~180號,26.9,4房/2廳/2衛,1 /共3層,81.87,44.17,--,--萬,12萬,980萬,600台灣嘉義市東區吳鳳南路151號,23.4689796,120.454511,安業里
10302(實價),公寓,嘉義市嘉義市吳鳳南路166巷61~90號,21.2,1房/1廳/1衛,1 /共5層,20.69,4.94,--,--萬,8萬,165萬,600台灣嘉義市東區吳鳳南路166巷55-63號,23.4637846,120.4543043,安業里
10301(實價),住宅大樓,嘉義市嘉義市吳鳳南路166巷91~120號,21.1,3房/2廳/2衛,4 /共5層,31.49,7.44,--,--萬,5.7萬,180萬,600台灣嘉義市東區吳鳳南路166巷91號,23.4633775,120.4535294,安業里
10307(實價),公寓,嘉義市嘉義市吳鳳南路166巷91~120號,21.6,2房/1廳/1衛,4 /共5層,31.49,7.44,--,--萬,8.6萬,272萬,600台灣嘉義市東區吳鳳南路166巷91號,23.4633775,120.4535294,安業里
10312(實價),公寓(含車位),嘉義市嘉義市吳鳳南路17巷1~30號,25.4,3房/2廳/2衛,3 /共5層,43.63,11.59,--,--萬,7.4萬,322萬,600台灣嘉義市東區吳鳳南路17巷30號,23.4735075,120.4554959,興南里
10303(實價),透天厝,嘉義市嘉義市吳鳳南路211~240號,35.2,4房/2廳/4衛,1 /共2層,40.22,72.3,--,--萬,78.8萬,3168萬,600台灣嘉義市東區吳鳳南路213號,23.4682591,120.4545948,安業里
10305(實價),透天厝,嘉義市嘉義市東區吳鳳南路241~270號,33.8,10房/5廳/8衛,1 /共4層,63.74,0,--,--萬,3.1萬,200萬,600台灣嘉義市東區吳鳳南路270號,23.4607187,120.457032,安業里
10303(實價),店面(店鋪),嘉義市嘉義市吳鳳南路271~300號,0.4,5房/1廳/6衛,1 /共4層,94.32,46.28,--,--萬,31萬,2928萬,600台灣嘉義市東區吳鳳南路275號,23.4669239,120.4547293,安業里
10305(實價),店面(店鋪),嘉義市嘉義市吳鳳南路271~300號,0.6,5房/1廳/6衛,1 /共4層,92.35,45.38,--,--萬,32.5萬,3000萬,600台灣嘉義市東區吳鳳南路275號,23.4669239,120.4547293,安業里
10302(實價),店面(店鋪),嘉義市嘉義市吳鳳南路301~330號,0.3,6房/2廳/6衛,1 /共4層,94.46,46.73,--,--萬,31.5萬,2980萬,600台灣嘉義市東區吳鳳南路299號,23.4661858,120.4548002,安業里
10301(實價),透天厝,嘉義市嘉義市吳鳳南路689巷1~30號,27.6,3房/1廳/2衛,1 /共2層,33.21,52.94,--,--萬,11.6萬,386萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10303(實價),透天厝,嘉義市嘉義市吳鳳南路621巷19弄1~30號,29.8,4房/2廳/3衛,1 /共2層,31.96,23.9,--,--萬,12.8萬,410萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10306(實價),透天厝,嘉義市嘉義市吳鳳南路1~30號,35.8,5房/2廳/3衛,1 /共3層,27.58,23.59,--,--萬,25.4萬,700萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10306(實價),透天厝,嘉義市嘉義市吳鳳南路345巷55弄1~30號,33.8,3房/2廳/2衛,1 /共2層,39.26,32.67,--,--萬,17.3萬,678萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10307(實價),透天厝,嘉義市嘉義市吳鳳南路345巷1~30號,0.7,4房/3廳/5衛,1 /共4層,71.2,35.75,--,--萬,17.9萬,1275萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10308(實價),透天厝,嘉義市嘉義市吳鳳南路224巷1~30號,43.1,4房/2廳/3衛,1 /共2層,24.43,16.94,--,--萬,19.5萬,477萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10308(實價),透天厝,嘉義市嘉義市吳鳳南路224巷1~30號,43,4房/2廳/4衛,1 /共2層,21.54,16.03,--,--萬,24.1萬,520萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10309(實價),透天厝,嘉義市嘉義市吳鳳南路521巷18弄1~30號,33.4,4房/1廳/2衛,1 /共3層,36.89,15.73,--,--萬,7.3萬,270萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10309(實價),華廈,嘉義市嘉義市吳鳳南路345巷1~30號,19.9,3房/2廳/2衛,2 /共5層,31.21,7.34,--,--萬,6.9萬,215萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10309(實價),透天厝,嘉義市嘉義市吳鳳南路132巷1~30號,41.6,3房/2廳/2衛,1 /共2層,24.71,21.17,--,--萬,10.5萬,260萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10310(實價),公寓,嘉義市嘉義市吳鳳南路206巷1~30號,34,4房/0廳/4衛,3 /共5層,33.92,9.97,--,--萬,7.5萬,256萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10311(實價),公寓,嘉義市嘉義市吳鳳南路345巷1~30號,20.1,3房/2廳/2衛,2 /共5層,31.21,7.34,--,--萬,9.6萬,300萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10312(實價),透天厝,嘉義市嘉義市吳鳳南路521巷38弄1~30號,33,0房/0廳/0衛,1 /共2層,33.21,19.66,--,--萬,8.3萬,275萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10312(實價),透天厝,嘉義市嘉義市吳鳳南路365巷1弄1~30號,42.6,3房/2廳/2衛,1 /共2層,19.06,13.91,--,--萬,15.7萬,300萬,600台灣嘉義市東區吳鳳南路30號,23.4712666,120.4539625,豐年里
10301(實價),透天厝,嘉義市嘉義市吳鳳南路132巷31~60號,54,3房/1廳/2衛,1 /共1層,21.13,83.19,--,--萬,35萬,739萬,600台灣嘉義市東區吳鳳南路31號,23.4728408,120.4541799,興仁里
10304(實價),華廈,嘉義市嘉義市吳鳳南路31~60號,19.7,1房/1廳/1衛,4 /共7層,11.57,2.1,--,--萬,8.3萬,96萬,600台灣嘉義市東區吳鳳南路31號,23.4728408,120.4541799,興仁里
10304(實價),透天厝,嘉義市嘉義市興南里4鄰吳鳳南路83巷31~60號,36.3,4房/2廳/1衛,1 /共2層,33.24,0,--,--萬,3萬,100萬,600台灣嘉義市東區吳鳳南路31號,23.4728408,120.4541799,興仁里
10305(實價),透天厝,嘉義市嘉義市吳鳳南路83巷31~60號,36.4,4房/3廳/2衛,1 /共2層,20.17,0,--,--萬,4.2萬,85萬,600台灣嘉義市東區吳鳳南路31號,23.4728408,120.4541799,興仁里
10305(實價),套房,嘉義市嘉義市吳鳳南路31~60號,19.8,1房/0廳/1衛,5 /共7層,9.21,1.67,--,--萬,9萬,83萬,600台灣嘉義市東區吳鳳南路31號,23.4728408,120.4541799,興仁里
10305(實價),套房,嘉義市嘉義市吳鳳南路31~60號,19.8,1房/0廳/1衛,7 /共7層,8.59,1.56,--,--萬,7.9萬,68萬,600台灣嘉義市東區吳鳳南路31號,23.4728408,120.4541799,興仁里
10302(實價),公寓,嘉義市嘉義市吳鳳南路345巷31~60號,19.3,3房/2廳/2衛,4 /共5層,25.82,6.45,--,--萬,7.2萬,185萬,600台灣嘉義市東區吳鳳南路345巷13-33號,23.4649062,120.4566958,安寮里
10312(實價),華廈,嘉義市嘉義市吳鳳南路345巷31~60號,20.2,3房/2廳/2衛,3 /共5層,25.82,6.45,--,--萬,9.6萬,248萬,600台灣嘉義市東區吳鳳南路345巷13-33號,23.4649062,120.4566958,安寮里
10301(實價),透天厝,嘉義市嘉義市吳鳳南路365巷121~150號,21.6,4房/1廳/3衛,1 /共3層,49.66,26.62,--,--萬,12.7萬,630萬,600台灣嘉義市東區吳鳳南路365巷121號,23.4647288,120.4584901,安寮里
10303(實價),透天厝,嘉義市嘉義市吳鳳南路365巷121~150號,21.8,4房/1廳/3衛,1 /共3層,50.64,26.92,--,--萬,10.6萬,536萬,600台灣嘉義市東區吳鳳南路365巷121號,23.4647288,120.4584901,安寮里
10301(實價),透天厝,嘉義市嘉義市吳鳳南路365巷301~330號,19.6,4房/2廳/2衛,1 /共4層,58.56,30.25,--,--萬,8.7萬,510萬,600台灣嘉義市東區吳鳳南路365巷300號,23.4641518,120.4591732,安寮里
10304(實價),住宅大樓,嘉義市嘉義市吳鳳南路365巷76弄1~30號,20.4,3房/2廳/2衛,9 /共13層,41.68,6.69,--,--萬,5.5萬,230萬,600台灣嘉義市東區吳鳳南路365巷76弄5號,23.4643739,120.4572401,安寮里
10308(實價),住宅大樓,嘉義市嘉義市吳鳳南路365巷76弄1~30號,20.8,3房/1廳/2衛,1 /共13層,41.93,6.75,--,--萬,8.1萬,338萬,600台灣嘉義市東區吳鳳南路365巷76弄5號,23.4643739,120.4572401,安寮里
10312(實價),透天厝,嘉義市嘉義市吳鳳南路365巷76弄1~30號,21.1,4房/2廳/3衛,1 /共4層,74.17,30.55,--,--萬,9.9萬,736萬,600台灣嘉義市東區吳鳳南路365巷76弄5號,23.4643739,120.4572401,安寮里
10302(實價),透天厝,嘉義市嘉義市吳鳳南路521巷16弄1~30號,32.8,4房/1廳/2衛,1 /共3層,41.56,18.45,--,--萬,4.8萬,200萬,600台灣嘉義市東區吳鳳南路521巷16弄70號,23.4624708,120.4590044,安寮里
10301(實價),住宅大樓(含車位),嘉義市嘉義市吳鳳南路571~600號,17.9,4房/2廳/2衛,3 /共15層,52.35,5.53,--,--萬,5.4萬,285萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10302(實價),套房,嘉義市嘉義市吳鳳南路571~600號,18,1房/1廳/1衛,10 /共15層,13.01,1.46,--,--萬,8.5萬,110萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10302(實價),住宅大樓,嘉義市嘉義市吳鳳南路571~600號,18,3房/2廳/2衛,3 /共15層,30.61,3.95,--,--萬,10.3萬,315萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10303(實價),住宅大樓,嘉義市嘉義市吳鳳南路571~600號,18.1,1房/1廳/2衛,1 /共15層,20.88,2.52,--,--萬,12萬,250萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10303(實價),住宅大樓,嘉義市嘉義市吳鳳南路571~600號,18.1,3房/2廳/2衛,9 /共15層,34.58,3.95,--,--萬,8.2萬,282萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10305(實價),住宅大樓,嘉義市嘉義市吳鳳南路571~600號,18.3,3房/1廳/2衛,3 /共15層,52.35,5.53,--,--萬,7.8萬,408萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10306(實價),住宅大樓,嘉義市嘉義市吳鳳南路571~600號,18.3,4房/1廳/2衛,10 /共15層,73.86,7.89,--,--萬,7.2萬,530萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10307(實價),套房(含車位),嘉義市嘉義市吳鳳南路571~600號,18.4,1房/1廳/1衛,9 /共15層,14.87,1.46,--,--萬,7.4萬,110萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10307(實價),套房,嘉義市嘉義市吳鳳南路571~600號,18.4,1房/1廳/1衛,9 /共15層,12.75,1.42,--,--萬,6.3萬,80萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10308(實價),住宅大樓,嘉義市嘉義市吳鳳南路571~600號,18.5,3房/2廳/2衛,10 /共15層,57.89,7.24,--,--萬,5.4萬,310萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10311(實價),住宅大樓,嘉義市嘉義市吳鳳南路571~600號,18.8,2房/1廳/1衛,11 /共15層,13.01,1.46,--,--萬,7.7萬,100萬,600台灣嘉義市東區吳鳳南路521巷523號,23.4613,120.4571352,安寮里
10305(實價),透天厝,嘉義市嘉義市吳鳳南路521巷8弄31~60號,0.2,5房/2廳/3衛,1 /共3層,58.44,30.55,--,--萬,14萬,818萬,600台灣嘉義市東區吳鳳南路521巷8弄29號,23.4613771,120.458528,安寮里
10306(實價),透天厝,嘉義市嘉義市吳鳳南路521巷8弄31~60號,0.3,5房/2廳/3衛,1 /共3層,58.5,29.65,--,--萬,13.8萬,810萬,600台灣嘉義市東區吳鳳南路521巷8弄29號,23.4613771,120.458528,安寮里
10306(實價),透天厝,嘉義市嘉義市吳鳳南路521巷8弄31~60號,0.3,5房/2廳/3衛,1 /共3層,58.44,30.55,--,--萬,13.9萬,810萬,600台灣嘉義市東區吳鳳南路521巷8弄29號,23.4613771,120.458528,安寮里
10306(實價),透天厝,嘉義市嘉義市吳鳳南路521巷8弄31~60號,0.3,5房/2廳/3衛,1 /共3層,58.44,30.55,--,--萬,14萬,820萬,600台灣嘉義市東區吳鳳南路521巷8弄29號,23.4613771,120.458528,安寮里
10306(實價),透天厝,嘉義市嘉義市吳鳳南路521巷8弄31~60號,0.3,5房/2廳/3衛,1 /共3層,58.44,30.55,--,--萬,14萬,820萬,600台灣嘉義市東區吳鳳南路521巷8弄29號,23.4613771,120.458528,安寮里
10307(實價),透天厝,嘉義市嘉義市吳鳳南路521巷8弄31~60號,0.3,5房/2廳/3衛,1 /共3層,63.2,43.86,--,--萬,17.1萬,1080萬,600台灣嘉義市東區吳鳳南路521巷8弄29號,23.4613771,120.458528,安寮里
10307(實價),透天厝,嘉義市嘉義市吳鳳南路224巷61~90號,43,3房/3廳/2衛,1 /共2層,25.3,19.06,--,--萬,11.1萬,280萬,600台灣嘉義市東區吳鳳南路61號,23.472129,120.4541769,興南里
10308(實價),透天厝,嘉義市嘉義市吳鳳南路365巷61~90號,40.8,3房/1廳/1衛,1 /共2層,26.25,26.62,--,--萬,9.1萬,240萬,600台灣嘉義市東區吳鳳南路61號,23.472129,120.4541769,興南里
10311(實價),透天厝,嘉義市嘉義市吳鳳南路365巷61~90號,27.3,4房/2廳/2衛,1 /共2層,51.3,31.16,--,--萬,17.5萬,900萬,600台灣嘉義市東區吳鳳南路61號,23.472129,120.4541769,興南里
10312(實價),透天厝,嘉義市嘉義市吳鳳南路365巷61~90號,27.3,4房/2廳/3衛,1 /共2層,53.95,45.07,--,--萬,10.2萬,550萬,600台灣嘉義市東區吳鳳南路61號,23.472129,120.4541769,興南里
10311(實價),透天厝,嘉義市嘉義市里4鄰吳鳳南路83巷61~90號,37.3,3房/1廳/1衛,1 /共2層,32.63,0,--,--萬,2.3萬,75萬,600台灣嘉義市東區吳鳳南路62號,23.4700944,120.454129,豐年里
10304(實價),透天厝,嘉義市嘉義市和平路181~210號,38.3,3房/2廳/2衛,1 /共2層,24.49,15.88,--,--萬,18萬,440萬,600台灣嘉義市東區和平路181號,23.4764272,120.4575462,朝陽里
10312(實價),透天厝,嘉義市嘉義市南門街1~30號,24.8,4房/1廳/4衛,1 /共4層,39.09,16.94,--,--萬,12萬,468萬,600台灣嘉義市東區和平路191號,23.4770143,120.4574727,華南里
10301(實價),住宅大樓,嘉義市嘉義市和平路241~270號,20.3,2房/2廳/1衛,13 /共14層,21.94,2.35,--,--萬,8.9萬,195萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10302(實價),住宅大樓,嘉義市嘉義市和平路241~270號,20.3,2房/1廳/1衛,6 /共14層,21.39,2.51,--,--萬,8.9萬,190萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10303(實價),住宅大樓,嘉義市嘉義市和平路241~270號,20.4,2房/1廳/2衛,10 /共14層,23.56,2.78,--,--萬,7.2萬,170萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10303(實價),住宅大樓,嘉義市嘉義市和平路241~270號,20.4,2房/1廳/1衛,14 /共14層,21.39,2.51,--,--萬,7.9萬,170萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10305(實價),住宅大樓,嘉義市嘉義市和平路241~270號,20.6,2房/1廳/1衛,14 /共14層,21.94,2.35,--,--萬,8.2萬,180萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10308(實價),住宅大樓,嘉義市嘉義市和平路241~270號,20.8,2房/2廳/2衛,10 /共14層,23.56,2.78,--,--萬,9.8萬,230萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10312(實價),住宅大樓,嘉義市嘉義市和平路241~270號,21.2,2房/1廳/1衛,8 /共14層,17.79,2.78,--,--萬,12.9萬,230萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10312(實價),住宅大樓,嘉義市嘉義市和平路241~270號,21.2,2房/1廳/1衛,4 /共14層,21.94,2.35,--,--萬,9.6萬,210萬,600台灣嘉義市東區和平路241號,23.4785789,120.4572115,華南里
10301(實價),套房,嘉義市嘉義市和平路271~300號,18.7,1房/0廳/1衛,6 /共9層,8.21,0.96,--,--萬,9.7萬,80萬,600台灣嘉義市東區和平路269號,23.4800056,120.4567169,華南里
10304(實價),套房,嘉義市嘉義市和平路271~300號,18.9,2房/2廳/2衛,5 /共9層,17.68,2.06,--,--萬,8.4萬,148萬,600台灣嘉義市東區和平路269號,23.4800056,120.4567169,華南里
10305(實價),套房,嘉義市嘉義市和平路271~300號,19,1房/1廳/1衛,7 /共9層,8.28,0.96,--,--萬,8.2萬,67萬,600台灣嘉義市東區和平路269號,23.4800056,120.4567169,華南里
10308(實價),套房,嘉義市嘉義市和平路271~300號,19.3,1房/1廳/1衛,9 /共9層,12.08,1.42,--,--萬,8.5萬,103萬,600台灣嘉義市東區和平路269號,23.4800056,120.4567169,華南里
10312(實價),套房,嘉義市嘉義市和平路271~300號,19.6,1房/0廳/1衛,4 /共9層,8.21,0.96,--,--萬,5.6萬,46萬,600台灣嘉義市東區和平路269號,23.4800056,120.4567169,華南里
10312(實價),套房,嘉義市嘉義市和平路271~300號,19.6,1房/0廳/1衛,7 /共9層,8.11,0.94,--,--萬,8萬,65萬,600台灣嘉義市東區和平路269號,23.4800056,120.4567169,華南里
10304(實價),透天厝,嘉義市嘉義市新開里14鄰和平路28巷1~30號,34.8,3房/1廳/2衛,1 /共2層,15.89,13.61,--,--萬,6.1萬,96萬,600台灣嘉義市東區和平路28巷7號,23.4740814,120.458188,新開里
10303(實價),華廈,嘉義市嘉義市東區北門里民權路271~300號,34,0房/0廳/3衛,5 /共8層,7.68,1.2,--,--萬,3萬,23萬,600台灣嘉義市東區和平路349號,23.4831011,120.4559324,中山里
10312(實價),透天厝,嘉義市嘉義市民權路271~300號,0.3,15房/1廳/15衛,1 /共5層,176.1,46.28,--,--萬,23.5萬,4130萬,600台灣嘉義市東區和平路349號,23.4831011,120.4559324,中山里
10312(實價),透天厝,嘉義市嘉義市民權路271~300號,0.3,6房/3廳/7衛,1 /共5層,88.86,22.08,--,--萬,24.2萬,2150萬,600台灣嘉義市東區和平路349號,23.4831011,120.4559324,中山里
10312(實價),透天厝,嘉義市嘉義市民權路271~300號,0.3,6房/3廳/7衛,1 /共5層,90.05,25.41,--,--萬,22.2萬,2000萬,600台灣嘉義市東區和平路349號,23.4831011,120.4559324,中山里
10303(實價),華廈,嘉義市嘉義市和平路31~60號,21.3,2房/2廳/1衛,7 /共7層,22.34,4.24,--,--萬,9萬,200萬,600台灣嘉義市東區和平路60號,23.4755287,120.457774,朝陽里
10304(實價),華廈,嘉義市嘉義市和平路31~60號,21.3,2房/1廳/1衛,3 /共7層,21.52,3.92,--,--萬,10.1萬,218萬,600台灣嘉義市東區和平路60號,23.4755287,120.457774,朝陽里
10308(實價),華廈,嘉義市嘉義市和平路31~60號,21.7,2房/2廳/1衛,4 /共7層,21.52,3.92,--,--萬,8.8萬,190萬,600台灣嘉義市東區和平路60號,23.4755287,120.457774,朝陽里
10309(實價),華廈,嘉義市嘉義市和平路61~90號,20.8,3房/2廳/2衛,3 /共7層,43.67,7.59,--,--萬,10萬,435萬,600台灣嘉義市東區和平路63號,23.4731452,120.4578224,宣信里
10304(實價),透天厝,嘉義市嘉義市和平路373巷1~30號,34,3房/2廳/2衛,1 /共2層,25.11,24.81,--,--萬,8.8萬,220萬,600台灣嘉義市東區和平路97-1號,23.4740693,120.4577385,宣信里
10304(實價),店面(店鋪),嘉義市嘉義市和平路1~30號,18.5,6房/2廳/4衛,1 /共4層,34.52,13.31,--,--萬,15.9萬,549萬,600台灣嘉義市東區和平路97-1號,23.4740693,120.4577385,宣信里
10305(實價),公寓,嘉義市嘉義市和平路1~30號,17.3,3房/2廳/2衛,3 /共5層,22.3,7.86,--,--萬,9萬,200萬,600台灣嘉義市東區和平路97-1號,23.4740693,120.4577385,宣信里
10305(實價),透天厝,嘉義市嘉義市和平路223巷1~30號,49.3,2房/1廳/1衛,1 /共1層,28.05,58.38,--,--萬,16.4萬,460萬,600台灣嘉義市東區和平路97-1號,23.4740693,120.4577385,宣信里
10308(實價),透天厝,嘉義市嘉義市和平路161巷1~30號,43.4,2房/1廳/1衛,1 /共2層,20.47,9.43,--,--萬,4.4萬,90萬,600台灣嘉義市東區和平路97-1號,23.4740693,120.4577385,宣信里
10312(實價),透天厝,嘉義市嘉義市和平路161巷1~30號,46.8,3房/2廳/1衛,1 /共2層,17.75,18.45,--,--萬,14.6萬,260萬,600台灣嘉義市東區和平路97-1號,23.4740693,120.4577385,宣信里
10303(實價),透天厝,嘉義市嘉義市延平街181~210號,25.3,3房/3廳/5衛,1 /共4層,75.75,21.78,--,--萬,11.2萬,850萬,600台灣嘉義市東區延平街210號,23.4768915,120.4508328,過溝里
10305(實價),透天厝,嘉義市嘉義市延平街181~210號,48,3房/2廳/1衛,1 /共2層,30.9,23.59,--,--萬,30.1萬,930萬,600台灣嘉義市東區延平街210號,23.4768915,120.4508328,過溝里
10302(實價),透天厝,嘉義市嘉義市延平街31~60號,41.4,4房/1廳/3衛,1 /共2層,42.34,43.56,--,--萬,22.7萬,960萬,600台灣嘉義市東區延平街60號,23.4777478,120.4585282,華南里
10303(實價),華廈(含車位),嘉義市嘉義市延平街31~60號,20.7,3房/2廳/2衛,3 /共6層,34.61,6.79,--,--萬,8.7萬,300萬,600台灣嘉義市東區延平街60號,23.4777478,120.4585282,華南里
10309(實價),透天厝,嘉義市嘉義市延平街31~60號,42.1,3房/1廳/2衛,1 /共2層,25.69,17.85,--,--萬,22萬,565萬,600台灣嘉義市東區延平街60號,23.4777478,120.4585282,華南里
10310(實價),透天厝,嘉義市嘉義市忠孝北街110之181~210號,2.4,5房/1廳/4衛,1 /共3層,53.57,31.46,--,--萬,13.1萬,700萬,600台灣嘉義市東區忠孝北街110號,23.5166868,120.4468669,荖藤里
10301(實價),透天厝,嘉義市嘉義市忠孝北街141巷2弄1~30號,6.3,4房/2廳/3衛,1 /共3層,47.32,35.69,--,--萬,13.1萬,620萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10304(實價),透天厝,嘉義市嘉義市忠孝北街33巷8弄31~60號,1.4,6房/3廳/4衛,1 /共3層,73.23,45.07,--,--萬,13.2萬,970萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10304(實價),透天厝,嘉義市嘉義市忠孝北街141巷6弄1~30號,6.3,3房/3廳/3衛,1 /共3層,47.67,31.68,--,--萬,14.5萬,693萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10305(實價),透天厝,嘉義市嘉義市忠孝北街113巷6弄1~30號,2.3,5房/1廳/4衛,1 /共3層,55.97,31.76,--,--萬,15.5萬,868萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10305(實價),透天厝,嘉義市嘉義市忠孝北街113巷2弄1~30號,2.3,5房/3廳/3衛,1 /共3層,55.43,30.85,--,--萬,13.7萬,760萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10305(實價),透天厝,嘉義市嘉義市忠孝北街61~90號,1.9,4房/2廳/3衛,1 /共3層,56.62,26.01,--,--萬,13.6萬,770萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10306(實價),透天厝,嘉義市嘉義市忠孝北街113巷2弄1~30號,2.3,5房/1廳/3衛,1 /共3層,55.43,30.85,--,--萬,12.2萬,676萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10306(實價),透天厝,嘉義市嘉義市忠孝北街31~60號,11,3房/1廳/3衛,1 /共3層,48.4,30.34,--,--萬,12.4萬,600萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10308(實價),透天厝,嘉義市嘉義市忠孝北街61~90號,12,4房/2廳/3衛,1 /共3層,44.59,26.38,--,--萬,9.8萬,435萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10311(實價),透天厝,嘉義市嘉義市忠孝北街33巷8弄1~30號,2.1,5房/2廳/4衛,1 /共3層,52.7,28.74,--,--萬,12.6萬,666萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10312(實價),透天厝,嘉義市嘉義市忠孝北街61~90號,12.3,4房/2廳/3衛,1 /共3層,44.59,26.38,--,--萬,13.2萬,588萬,600台灣嘉義市東區忠孝北街112號,23.5166068,120.4467847,荖藤里
10310(實價),透天厝(含車位),嘉義市嘉義市忠孝北街121~150號,0.5,4房/2廳/4衛,1 /共3層,60.93,27.83,--,--萬,18.9萬,1150萬,600台灣嘉義市東區忠孝北街121號,23.5164097,120.4457748,荖藤里
10310(實價),透天厝(含車位),嘉義市嘉義市忠孝北街121~150號,0.5,4房/2廳/4衛,1 /共3層,60.96,28.43,--,--萬,18.7萬,1138萬,600台灣嘉義市東區忠孝北街121號,23.5164097,120.4457748,荖藤里
10302(實價),透天厝,嘉義市嘉義市忠孝北街91~120號,7.2,4房/2廳/3衛,1 /共3層,51.04,39.63,--,--萬,12萬,612萬,600台灣嘉義市東區忠孝北街122號,23.5165961,120.4464509,荖藤里
10303(實價),透天厝,嘉義市嘉義市忠孝北街91~120號,1.8,4房/2廳/4衛,1 /共3層,50.73,26.92,--,--萬,12.1萬,615萬,600台灣嘉義市東區忠孝北街122號,23.5165961,120.4464509,荖藤里
10303(實價),透天厝,嘉義市嘉義市忠孝北街91~120號,9.8,6房/2廳/3衛,1 /共3層,63.85,42.96,--,--萬,15.3萬,980萬,600台灣嘉義市東區忠孝北街122號,23.5165961,120.4464509,荖藤里
10306(實價),透天厝,嘉義市嘉義市忠孝北街91~120號,2.1,4房/2廳/3衛,1 /共3層,52.75,26.32,--,--萬,12.3萬,650萬,600台灣嘉義市東區忠孝北街122號,23.5165961,120.4464509,荖藤里
