年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10201(實價),華廈,嘉義市嘉義市國華新村211~240號,21.4,3房/2廳/2衛,3 /共7層,40.25,7.31,--,#NAME?,8.3萬,335萬,600台灣嘉義市西區國華街138號,23.477941,120.4487161,湖邊里
10208(實價),華廈(含車位),嘉義市嘉義市國華新村211~240號,22,4房/2廳/3衛,7 /共7層,42.89,8.12,--,#NAME?,7.3萬,315萬,600台灣嘉義市西區國華街138號,23.477941,120.4487161,湖邊里
10212(實價),住宅大樓(含車位),嘉義市嘉義市國華街211~240號,27.2,0房/0廳/0衛,#NAME?,11.35,0.89,--,#NAME?,7.9萬,90萬,600台灣嘉義市西區國華街211號,23.4779432,120.4486112,湖邊里
10212(實價),公寓,嘉義市嘉義市國華街211~240號,27.2,3房/2廳/2衛,4 /共5層,34.77,6.77,--,#NAME?,5.9萬,205萬,600台灣嘉義市西區國華街211號,23.4779432,120.4486112,保福里
10201(實價),華廈,嘉義市嘉義市國華新村241~270號,21.4,3房/2廳/2衛,4 /共7層,28.67,7.13,--,#NAME?,8.9萬,254萬,600台灣嘉義市西區國華街241號,23.4789498,120.4485044,保福里
10203(實價),華廈,嘉義市嘉義市國華新村241~270號,21.6,3房/2廳/2衛,7 /共7層,38.46,8.21,--,#NAME?,7.3萬,280萬,600台灣嘉義市西區國華街241號,23.4789498,120.4485044,保福里
10203(實價),華廈,嘉義市嘉義市國華新村241~270號,21.6,3房/2廳/2衛,2 /共7層,39.76,8.21,--,#NAME?,6.7萬,267萬,600台灣嘉義市西區國華街241號,23.4789498,120.4485044,保福里
10209(實價),華廈,嘉義市嘉義市國華街271~300號,24.8,2房/2廳/1衛,4 /共7層,28.01,4.76,--,#NAME?,6.4萬,180萬,600台灣嘉義市西區國華街269-273號,23.4800326,120.4484134,保福里
10201(實價),華廈,嘉義市嘉義市北杏里國華街211~240號,26.3,3房/2廳/2衛,4 /共5層,32.2,6.32,--,#NAME?,6.4萬,205萬,600台灣嘉義市西區國華街281號,23.4806577,120.4483042,保福里
10209(實價),華廈(含車位),嘉義市嘉義市北杏里國華街211~240號,26.9,4房/2廳/2衛,1 /共9層,97.13,16.92,--,#NAME?,9.5萬,920萬,600台灣嘉義市西區國華街281號,23.4806577,120.4483042,保福里
10212(實價),華廈,嘉義市嘉義市北杏里國華街211~240號,27.2,3房/2廳/2衛,5 /共9層,49.89,9.79,--,#NAME?,11.4萬,570萬,600台灣嘉義市西區國華街281號,23.4806577,120.4483042,保福里
10210(實價),透天厝,嘉義市嘉義市國華街361~390號,29.6,4房/2廳/2衛,1 /共2層,60.97,169.1,--,#NAME?,0萬,2388萬,600台灣嘉義市西區國華街357號,23.4844667,120.4474921,保福里
10211(實價),透天厝,嘉義市嘉義市國華街361~390號,40.1,3房/2廳/2衛,1 /共2層,13.54,10.74,--,#NAME?,13.3萬,180萬,600台灣嘉義市西區國華街357號,23.4844667,120.4474921,保福里
10210(實價),公寓,嘉義市嘉義市國華街391~420號,23.2,2房/1廳/1衛,5 /共7層,17.28,3.27,--,#NAME?,5.8萬,100萬,600台灣嘉義市西區國華街395號,23.4861673,120.4469829,保福里
10203(實價),透天厝,嘉義市嘉義市國華新村91~120號,43.2,6房/3廳/5衛,1 /共2層,54.47,46.58,--,#NAME?,11萬,600萬,600台灣嘉義市西區國華新村37號,23.4939621,120.4432989,保福里
10204(實價),透天厝,嘉義市嘉義市湖邊里13鄰國華新村31~60號,41.8,4房/2廳/3衛,1 /共2層,20.87,23.9,--,#NAME?,15.3萬,320萬,600台灣嘉義市西區國華新村37號,23.4939621,120.4432989,保福里
10206(實價),透天厝,嘉義市嘉義市湖邊里13鄰國華新村61~90號,41.6,4房/2廳/2衛,1 /共2層,24.64,24.81,--,#NAME?,17.8萬,439萬,600台灣嘉義市西區國華新村37號,23.4939621,120.4432989,保福里
10207(實價),透天厝,嘉義市嘉義市國華新村31~60號,35.3,3房/2廳/2衛,1 /共2層,27.45,23.29,--,#NAME?,7.5萬,205萬,600台灣嘉義市西區國華新村37號,23.4939621,120.4432989,保福里
10202(實價),透天厝,嘉義市嘉義市國聖一街31~60號,0.2,4房/2廳/5衛,1 /共3層,74.55,39.93,--,#NAME?,15萬,1115萬,600台灣嘉義市西區國聖一街33號,23.4855958,120.4290798,保福里
10201(實價),透天厝,嘉義市嘉義市國聖三街1~30號,0.3,5房/1廳/3衛,1 /共4層,57.8,31.46,--,#NAME?,14.6萬,845萬,600台灣嘉義市西區國聖三街30號,23.4861649,120.4286839,保福里
10202(實價),華廈,嘉義市嘉義市國聖三街1~30號,15.6,3房/2廳/2衛,1 /共9層,67.27,11.43,--,#NAME?,6.4萬,430萬,600台灣嘉義市西區國聖三街30號,23.4861649,120.4286839,保福里
10210(實價),華廈,嘉義市嘉義市國聖三街1~30號,16.3,5房/1廳/4衛,1 /共9層,51.82,8.18,--,#NAME?,7.7萬,398萬,600台灣嘉義市西區國聖三街30號,23.4861649,120.4286839,保福里
10202(實價),華廈,嘉義市嘉義市國聖四街31~60號,15.6,2房/1廳/2衛,3 /共9層,28.7,4.82,--,#NAME?,5.6萬,161萬,600台灣嘉義市西區國聖四街30號,23.4862529,120.4294016,保福里
10205(實價),華廈(含車位),嘉義市嘉義市國聖四街31~60號,15.8,4房/2廳/2衛,3 /共9層,47.86,7.34,--,#NAME?,6.6萬,316萬,600台灣嘉義市西區國聖四街30號,23.4862529,120.4294016,導明里
10207(實價),華廈,嘉義市嘉義市國聖四街31~60號,16,2房/2廳/2衛,3 /共9層,24.78,4.19,--,#NAME?,7.3萬,180萬,600台灣嘉義市西區國聖四街30號,23.4862529,120.4294016,新富里
10208(實價),華廈(含車位),嘉義市嘉義市國聖四街31~60號,16.1,4房/2廳/2衛,3 /共9層,47.86,7.34,--,#NAME?,8.4萬,400萬,600台灣嘉義市西區國聖四街30號,23.4862529,120.4294016,新富里
10211(實價),華廈,嘉義市嘉義市國聖四街31~60號,16.3,3房/1廳/2衛,4 /共9層,39.29,6.71,--,#NAME?,4.4萬,172萬,600台灣嘉義市西區國聖四街30號,23.4862529,120.4294016,新富里
10211(實價),華廈,嘉義市嘉義市國聖四街31~60號,16.3,2房/1廳/1衛,3 /共9層,23.59,3.98,--,#NAME?,10.1萬,238萬,600台灣嘉義市西區國聖四街30號,23.4862529,120.4294016,新富里
10207(實價),透天厝,嘉義市嘉義市國賢一街31~60號,1.3,4房/2廳/4衛,1 /共4層,56.42,26.62,--,#NAME?,15.1萬,850萬,600台灣嘉義市西區國賢一街27號,23.4844746,120.4293913,永和里
10203(實價),住宅大樓(含車位),嘉義市嘉義市國賢一街61~90號,20.8,4房/2廳/2衛,14 /共15層,78.73,7.8,--,#NAME?,5.8萬,460萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,永和里
10203(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,20.8,2房/1廳/1衛,8 /共15層,22.3,1.43,--,#NAME?,7.3萬,162萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,永和里
10205(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,20.9,3房/1廳/3衛,5 /共15層,40.21,2.86,--,#NAME?,5.7萬,230萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,保生里
10208(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,21.2,2房/1廳/1衛,12 /共15層,22.4,1.48,--,#NAME?,7.3萬,163萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,保生里
10209(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,21.3,3房/2廳/2衛,13 /共15層,49.04,5.68,--,#NAME?,9.1萬,448萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,慶安里
10210(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,21.3,3房/2廳/2衛,5 /共15層,40.21,2.86,--,#NAME?,9.1萬,367萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,重興里
10212(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,21.5,3房/2廳/2衛,4 /共15層,43.77,4.15,--,#NAME?,7.4萬,325萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,重興里
10212(實價),住宅大樓,嘉義市嘉義市國賢一街61~90號,21.5,2房/2廳/1衛,12 /共15層,22.4,1.48,--,#NAME?,8.5萬,191萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,重興里
10212(實價),住宅大樓(含車位),嘉義市嘉義市國賢一街61~90號,21.5,3房/2廳/2衛,4 /共15層,43.77,4.15,--,#NAME?,6.7萬,295萬,600台灣嘉義市西區國賢一街70號,23.4845468,120.4287251,重興里
10201(實價),透天厝,嘉義市嘉義市崇文街152巷1~30號,1.2,4房/2廳/2衛,1 /共5層,56.4,16.03,--,#NAME?,14.7萬,828萬,600台灣嘉義市西區崇文街152巷16號,23.4720393,120.4480701,重興里
10203(實價),套房,嘉義市嘉義市康樂街121~150號,21.3,1房/1廳/1衛,6 /共6層,10.73,2,--,#NAME?,6.1萬,65萬,600台灣嘉義市西區康樂街113-123號,23.4747022,120.4468899,重興里
10201(實價),公寓,嘉義市嘉義市康樂街91~120號,19.9,2房/1廳/1衛,6 /共6層,29.9,6.6,--,#NAME?,9.4萬,282萬,600台灣嘉義市西區康樂街120號,23.4748143,120.4473158,重興里
10204(實價),華廈,嘉義市嘉義市康樂街211~240號,21.3,1房/0廳/1衛,4 /共6層,11.17,2,--,#NAME?,5.8萬,65萬,600台灣嘉義市西區康樂街211號,23.4744416,120.4437666,重興里
10206(實價),華廈,嘉義市嘉義市康樂街211~240號,21.4,1房/1廳/1衛,2 /共6層,14.22,2.57,--,#NAME?,6.7萬,95萬,600台灣嘉義市西區康樂街211號,23.4744416,120.4437666,重興里
10209(實價),透天厝,嘉義市嘉義市康樂街271~300號,26.3,4房/2廳/3衛,1 /共4層,25.71,9.68,--,#NAME?,8.9萬,230萬,600台灣嘉義市西區康樂街269號,23.4740652,120.439967,重興里
10201(實價),透天厝,嘉義市嘉義市康樂街331~360號,33,3房/2廳/3衛,1 /共4層,56.58,18.45,--,#NAME?,7.1萬,400萬,600台灣嘉義市西區康樂街360號,23.474036,120.4386413,重興里
10208(實價),透天厝,嘉義市嘉義市康樂街421~450號,34.3,3房/2廳/2衛,1 /共3層,48.01,20.57,--,#NAME?,12.1萬,580萬,600台灣嘉義市西區康樂街414-416號,23.4738105,120.4372377,重興里
10201(實價),透天厝,嘉義市嘉義市通化二街1~30號,26,4房/1廳/2衛,1 /共2層,35.25,27.83,--,#NAME?,12.7萬,448萬,600台灣嘉義市西區通化二街29號,23.4920909,120.4347288,重興里
10211(實價),透天厝,嘉義市嘉義市通化二街1~30號,29.4,3房/2廳/2衛,1 /共2層,31.11,26.32,--,#NAME?,11.9萬,370萬,600台灣嘉義市西區通化二街29號,23.4920909,120.4347288,重興里
10206(實價),透天厝,嘉義市嘉義市慶安里博愛路一段385巷21弄1~30號,36.8,3房/2廳/2衛,1 /共3層,20.36,15.13,--,#NAME?,7.4萬,150萬,600台灣嘉義市西區博愛路一段389號,23.4849748,120.44268,重興里
10202(實價),透天厝,嘉義市嘉義市北社尾路323巷1~30號,20.6,4房/3廳/4衛,1 /共4層,55,18.15,--,#NAME?,7.2萬,398萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10202(實價),透天厝,嘉義市嘉義市溪興街153巷1~30號,19.8,5房/3廳/4衛,1 /共5層,56.45,16.94,--,#NAME?,6.7萬,380萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10204(實價),華廈,嘉義市嘉義市博愛路一段482巷1~30號,18.3,3房/1廳/2衛,4 /共7層,39.63,8.02,--,#NAME?,6.9萬,275萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10204(實價),套房,嘉義市嘉義市博愛路一段482巷1~30號,18.3,1房/0廳/1衛,5 /共7層,8.26,1.6,--,#NAME?,6.1萬,50萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10204(實價),透天厝,嘉義市嘉義市溪興街153巷32弄1~30號,20.8,4房/1廳/3衛,1 /共4層,71.23,26.01,--,#NAME?,5.9萬,420萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10206(實價),公寓,嘉義市嘉義市重興里博愛路一段496巷1~30號,26.6,3房/1廳/3衛,2 /共5層,33.86,8.36,--,#NAME?,6.2萬,210萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,重興里
10208(實價),華廈,嘉義市嘉義市博愛路一段496巷1~30號,22.3,3房/2廳/2衛,7 /共7層,30.53,6.42,--,#NAME?,6.5萬,198萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,福全里
10209(實價),華廈,嘉義市嘉義市重興里博愛路一段496巷1~30號,26.8,3房/2廳/2衛,2 /共5層,33.86,8.36,--,#NAME?,8.4萬,285萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,後驛里
10209(實價),華廈,嘉義市嘉義市興村街1~30號,28.8,2房/1廳/1衛,1 /共7層,24.16,5.27,--,#NAME?,6.6萬,160萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10209(實價),透天厝,嘉義市嘉義市溪興街6巷6弄1~30號,0.3,4房/2廳/4衛,1 /共4層,65.44,33.33,--,#NAME?,11.5萬,750萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10209(實價),透天厝,嘉義市嘉義市溪興街6巷6弄1~30號,0.3,4房/2廳/4衛,1 /共4層,64.69,33.58,--,#NAME?,11.9萬,770萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10209(實價),透天厝,嘉義市嘉義市溪興街6巷6弄1~30號,0.3,4房/2廳/4衛,1 /共4層,61.91,32.82,--,#NAME?,12.1萬,750萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10209(實價),透天厝,嘉義市嘉義市溪興街6巷6弄1~30號,0.3,4房/2廳/4衛,1 /共4層,61.91,32.82,--,#NAME?,12.1萬,750萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10209(實價),透天厝,嘉義市嘉義市溪興街6巷3弄1~30號,0.3,7房/2廳/7衛,1 /共5層,121.68,82.14,--,#NAME?,17.4萬,2120萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10209(實價),透天厝,嘉義市嘉義市溪興街6巷3弄1~30號,0.3,7房/2廳/7衛,1 /共5層,121.68,84.26,--,#NAME?,15.2萬,1850萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10210(實價),華廈,嘉義市嘉義市興村街1~30號,28.8,3房/1廳/2衛,4 /共7層,34.65,6.44,--,#NAME?,5.9萬,205萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,湖內里
10210(實價),住宅大樓(含車位),嘉義市嘉義市溪興街153巷1~30號,22.3,4房/2廳/2衛,1 /共15層,101.15,9.26,--,#NAME?,4.3萬,436萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,車店里
10211(實價),套房,嘉義市嘉義市博愛路一段482巷1~30號,18.8,1房/0廳/1衛,6 /共7層,8.72,1.44,--,#NAME?,5.5萬,48萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,車店里
10212(實價),透天厝,嘉義市嘉義市溪興街6巷8弄1~30號,0.5,7房/2廳/7衛,1 /共5層,137.58,70.69,--,#NAME?,13.4萬,1838萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,車店里
10212(實價),透天厝,嘉義市嘉義市溪興街6巷8弄1~30號,0.5,7房/2廳/7衛,1 /共5層,269.84,184.09,--,#NAME?,12.1萬,3267萬,600台灣嘉義市西區博愛路一段482巷30號,23.4864012,120.4425852,車店里
10202(實價),住宅大樓,嘉義市嘉義市博愛路一段481~510號,18.2,3房/2廳/2衛,5 /共12層,33.5,4.86,--,#NAME?,7.3萬,245萬,600台灣嘉義市西區博愛路一段510號,23.484968,120.4421667,湖內里
10202(實價),住宅大樓,嘉義市嘉義市博愛路二段151~180號,13.8,1房/1廳/1衛,11 /共14層,22.14,2.27,--,#NAME?,8.1萬,180萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,湖內里
10203(實價),住宅大樓,嘉義市嘉義市博愛路二段151~180號,13.9,2房/1廳/1衛,9 /共14層,22.14,2.27,--,#NAME?,8.1萬,180萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,湖內里
10208(實價),套房,嘉義市嘉義市博愛路二段151~180號,14.3,0房/0廳/0衛,4 /共14層,11.84,1.16,--,#NAME?,8.1萬,96萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,湖內里
10208(實價),套房,嘉義市嘉義市博愛路二段151~180號,14.3,1房/1廳/1衛,5 /共14層,22.14,2.27,--,#NAME?,9.4萬,207萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,湖內里
10210(實價),住宅大樓,嘉義市嘉義市博愛路二段151~180號,14.5,1房/1廳/1衛,3 /共14層,23.54,2.27,--,#NAME?,8.5萬,200萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,湖內里
10212(實價),住宅大樓,嘉義市嘉義市博愛路二段151~180號,14.7,2房/1廳/1衛,4 /共14層,23.92,2.48,--,#NAME?,8.8萬,210萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,湖內里
10212(實價),住宅大樓,嘉義市嘉義市博愛路二段151~180號,14.7,2房/1廳/1衛,3 /共14層,25.33,2.48,--,#NAME?,10.9萬,275萬,600台灣嘉義市西區博愛路二段133號,23.4815231,120.4398559,湖內里
10206(實價),透天厝,嘉義市嘉義市福全里7鄰博愛路二段408巷1~30號,57.2,3房/2廳/1衛,1 /共1層,10.38,74.72,--,#NAME?,210.8萬,2188萬,600台灣嘉義市西區博愛路二段396號,23.4767322,120.4352815,湖內里
10203(實價),透天厝,嘉義市嘉義市博愛路二段1~30號,30.1,1房/1廳/1衛,1 /共3層,20.78,13.31,--,#NAME?,8.9萬,185萬,600台灣嘉義市西區博愛路二段39號,23.4832422,120.4412164,湖內里
10203(實價),透天厝,嘉義市嘉義市湖子內路1巷121~150號,11.1,4房/2廳/3衛,1 /共4層,57.25,19.36,--,#NAME?,9.1萬,520萬,600台灣嘉義市西區湖子內路134號,23.4525606,120.4420575,湖內里
10203(實價),華廈,嘉義市嘉義市湖子內路1巷61~90號,19.8,3房/2廳/2衛,3 /共6層,35.53,7.11,--,#NAME?,7.6萬,270萬,600台灣嘉義市西區湖子內路61號,23.4537042,120.4425423,湖內里
10204(實價),華廈,嘉義市嘉義市湖子內路1巷61~90號,19.8,3房/2廳/2衛,5 /共6層,36.13,7,--,#NAME?,8.2萬,295萬,600台灣嘉義市西區湖子內路61號,23.4537042,120.4425423,湖內里
10206(實價),公寓,嘉義市嘉義市湖子內路1巷61~90號,20,3房/2廳/2衛,5 /共6層,33.99,7.31,--,#NAME?,6.2萬,210萬,600台灣嘉義市西區湖子內路61號,23.4537042,120.4425423,光路里
10209(實價),華廈(含車位),嘉義市嘉義市嘉義市湖子內路1巷61~90號,20.3,3房/2廳/2衛,4 /共6層,37.93,7.31,--,#NAME?,9萬,340萬,600台灣嘉義市西區湖子內路61號,23.4537042,120.4425423,光路里
10212(實價),住宅大樓,嘉義市嘉義市湖子內路1巷61~90號,20.5,3房/2廳/2衛,5 /共6層,33.99,7.31,--,#NAME?,8.4萬,285萬,600台灣嘉義市西區湖子內路61號,23.4537042,120.4425423,光路里
10204(實價),華廈,嘉義市嘉義市湖子內路1巷91~120號,19.8,3房/2廳/2衛,6 /共6層,36.1,6.95,--,#NAME?,7.5萬,270萬,600台灣嘉義市西區湖子內路92號,23.4532894,120.4423487,光路里
10212(實價),華廈,嘉義市嘉義市湖子內路1巷91~120號,20.5,2房/1廳/2衛,3 /共6層,27.61,5.28,--,#NAME?,10萬,275萬,600台灣嘉義市西區湖子內路92號,23.4532894,120.4423487,光路里
10203(實價),住宅大樓,嘉義市嘉義市貴州街31~60號,20.7,3房/2廳/2衛,7 /共14層,38.74,6.12,--,#NAME?,8.4萬,325萬,600台灣嘉義市西區貴州街37號,23.466929,120.4345575,光路里
10203(實價),住宅大樓,嘉義市嘉義市貴州街31~60號,20.7,3房/2廳/2衛,14 /共14層,44.31,7.33,--,#NAME?,8.2萬,362萬,600台灣嘉義市西區貴州街37號,23.466929,120.4345575,光路里
10203(實價),華廈,嘉義市嘉義市貴州街31~60號,20.7,4房/2廳/2衛,9 /共14層,43.55,7.01,--,#NAME?,7.6萬,330萬,600台灣嘉義市西區貴州街37號,23.466929,120.4345575,光路里
10206(實價),住宅大樓,嘉義市嘉義市貴州街31~60號,20.9,3房/2廳/2衛,7 /共14層,38.16,6.05,--,#NAME?,7.8萬,298萬,600台灣嘉義市西區貴州街37號,23.466929,120.4345575,自強里
10204(實價),華廈,嘉義市嘉義市新民路186巷31~60號,19.4,4房/2廳/2衛,1 /共6層,40.01,8.16,--,#NAME?,5.5萬,220萬,600台灣嘉義市西區新民路186巷60號,23.4547757,120.4372869,福民里
10205(實價),透天厝,嘉義市嘉義市新民路186巷31~60號,24,4房/2廳/2衛,1 /共2層,32.62,22.99,--,#NAME?,12.1萬,395萬,600台灣嘉義市西區新民路186巷60號,23.4547757,120.4372869,垂楊里
10206(實價),華廈,嘉義市嘉義市新民路186巷31~60號,19.6,3房/1廳/1衛,3 /共6層,27.55,5.93,--,#NAME?,7.3萬,200萬,600台灣嘉義市西區新民路186巷60號,23.4547757,120.4372869,垂楊里
10208(實價),華廈,嘉義市嘉義市新民路186巷31~60號,19.8,1房/2廳/2衛,6 /共6層,31.26,6.49,--,#NAME?,6.4萬,200萬,600台灣嘉義市西區新民路186巷60號,23.4547757,120.4372869,垂楊里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,57.17,25.11,--,#NAME?,11.9萬,680萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,垂楊里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,59.81,26.92,--,#NAME?,11.8萬,708萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,垂楊里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,59.34,26.62,--,#NAME?,12.8萬,757萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,垂楊里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,57.53,30.25,--,#NAME?,12.8萬,735萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,自強里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,59.67,26.01,--,#NAME?,11.7萬,700萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,垂楊里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,58.86,31.16,--,#NAME?,12.1萬,710萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,垂楊里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,59.09,26.32,--,#NAME?,11.8萬,696萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,垂楊里
10211(實價),透天厝,嘉義市嘉義市新民路186巷1~30號,0.2,4房/2廳/4衛,1 /共4層,59.09,26.62,--,#NAME?,12.1萬,713萬,600台灣嘉義市西區新民路186巷6號,23.4557283,120.4360923,垂楊里
10204(實價),透天厝,嘉義市嘉義市新民路241~270號,6.1,4房/2廳/4衛,1 /共3層,46.06,43.28,--,#NAME?,16.9萬,780萬,600台灣嘉義市西區新民路266號,23.4571189,120.437513,新西里
10210(實價),透天厝,嘉義市嘉義市新民路421~450號,32.9,5房/1廳/4衛,1 /共2層,25.17,17.24,--,#NAME?,27萬,680萬,600台灣嘉義市西區新民路357號,23.457741,120.4377747,新西里
10203(實價),住宅大樓,嘉義市嘉義市新民路391~420號,18.7,3房/2廳/3衛,12 /共12層,40.18,5.97,--,#NAME?,5.5萬,220萬,600台灣嘉義市西區新民路420號,23.4602379,120.4407319,垂楊里
10212(實價),住宅大樓,嘉義市嘉義市新民路391~420號,19.4,2房/1廳/2衛,6 /共12層,29.35,4.31,--,#NAME?,7.8萬,230萬,600台灣嘉義市西區新民路420號,23.4602379,120.4407319,垂楊里
10204(實價),華廈,嘉義市嘉義市新民路228巷1~30號,19.8,3房/2廳/2衛,6 /共6層,50.67,10.26,--,#NAME?,5.5萬,280萬,600台灣嘉義市西區新民路464-1號,23.4610542,120.4409805,垂楊里
10206(實價),透天厝,嘉義市嘉義市新民路499巷1~30號,32.6,6房/2廳/2衛,1 /共2層,27.13,21.17,--,#NAME?,15.5萬,420萬,600台灣嘉義市西區新民路464-1號,23.4610542,120.4409805,垂楊里
10210(實價),華廈,嘉義市嘉義市新民路228巷1~30號,20.3,3房/2廳/2衛,6 /共6層,46.83,10.08,--,#NAME?,5.4萬,255萬,600台灣嘉義市西區新民路464-1號,23.4610542,120.4409805,垂楊里
10208(實價),透天厝,嘉義市嘉義市新民路481~510號,31.8,3房/2廳/2衛,1 /共2層,33.2,24.5,--,#NAME?,18.1萬,600萬,600台灣嘉義市西區新民路481號,23.458158,120.438172,垂楊里
10206(實價),透天厝,嘉義市嘉義市新民路511~540號,35.2,2房/1廳/1衛,1 /共2層,33.23,24.81,--,#NAME?,14.4萬,480萬,600台灣嘉義市西區新民路511號,23.459064,120.439175,垂楊里
10210(實價),透天厝,嘉義市嘉義市新民路631~660號,6.3,9房/1廳/10衛,1 /共4層,78.11,30.4,--,#NAME?,34.3萬,2680萬,600台灣嘉義市西區新民路628號,23.4662929,120.4404266,垂楊里
10206(實價),透天厝,嘉義市嘉義市新民路661~690號,14.9,0房/0廳/0衛,1 /共7層,336.53,66.55,--,#NAME?,14.7萬,4950萬,600台灣嘉義市西區新民路657號,23.4670853,120.4400265,車店里
10203(實價),套房,嘉義市嘉義市新民路707巷1~30號,15.8,1房/0廳/1衛,4 /共7層,9.86,1.98,--,#NAME?,6.5萬,64萬,600台灣嘉義市西區新民路707巷2號,23.4690412,120.4395523,車店里
10203(實價),套房,嘉義市嘉義市新民路707巷1~30號,15.8,1房/1廳/1衛,5 /共7層,9.86,1.98,--,#NAME?,6.6萬,65萬,600台灣嘉義市西區新民路707巷2號,23.4690412,120.4395523,新西里
10206(實價),套房,嘉義市嘉義市新民路707巷1~30號,16.1,1房/1廳/1衛,6 /共7層,13.05,3.65,--,#NAME?,10萬,130萬,600台灣嘉義市西區新民路707巷2號,23.4690412,120.4395523,致遠里
10208(實價),套房,嘉義市嘉義市新民路707巷1~30號,16.3,2房/0廳/2衛,5 /共7層,22.93,4.3,--,#NAME?,6.1萬,140萬,600台灣嘉義市西區新民路707巷2號,23.4690412,120.4395523,致遠里
10212(實價),套房,嘉義市嘉義市新民路707巷1~30號,16.6,0房/0廳/0衛,6 /共7層,9.86,1.85,--,#NAME?,8.4萬,83萬,600台灣嘉義市西區新民路707巷2號,23.4690412,120.4395523,致遠里
