年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10201(實價),透天厝,竹圍子段91~120地號,--,3房/2廳/2衛,1 /共0層,--,18.75,--,#NAME?,10.9萬,205萬,508台灣彰化縣和美鎮彰新路六段569號,24.1498762,120.5095588,湖內里
10203(實價),公寓,嘉義市嘉義市仁義新村31~60號,30.8,3房/2廳/1衛,5 /共5層,25.71,12.9,--,#NAME?,3.1萬,79萬,600台灣嘉義市西區31,23.4699693,120.4487861,育英里
10203(實價),公寓,嘉義市嘉義市仁義新村31~60號,30.8,2房/1廳/1衛,4 /共5層,24.02,12.9,--,#NAME?,2.9萬,70萬,600台灣嘉義市西區31,23.4699693,120.4487861,育英里
10207(實價),公寓,嘉義市嘉義市仁義新村31~60號,31.2,3房/2廳/1衛,3 /共5層,22.68,12.9,--,#NAME?,5.3萬,120萬,600台灣嘉義市西區31,23.4699693,120.4487861,育英里
10202(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19,3房/2廳/2衛,10 /共12層,39.46,4.35,--,#NAME?,4.6萬,181萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10203(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19.1,3房/2廳/3衛,9 /共12層,43.18,4.87,--,#NAME?,8.1萬,350萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10204(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19.2,2房/2廳/1衛,11 /共12層,25.52,3.26,--,#NAME?,5.7萬,146萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10205(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19.3,3房/2廳/2衛,11 /共12層,43.18,4.87,--,#NAME?,9.4萬,405萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10206(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19.3,2房/1廳/1衛,10 /共12層,39.46,4.35,--,#NAME?,9.3萬,368萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10206(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19.3,2房/1廳/2衛,11 /共12層,25.52,3.26,--,#NAME?,8.9萬,228萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10208(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19.5,4房/2廳/2衛,9 /共12層,43.18,4.87,--,#NAME?,6.4萬,275萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10211(實價),住宅大樓,嘉義市嘉義市八德路121~150號,19.8,3房/2廳/2衛,9 /共12層,43.18,4.87,--,#NAME?,9.1萬,392萬,600台灣嘉義市西區八德路117-127號,23.4858281,120.4305602,保福里
10205(實價),透天厝,嘉義市嘉義市八德路181巷1~30號,37.9,4房/2廳/2衛,1 /共2層,22.19,20.27,--,#NAME?,14.4萬,320萬,600台灣嘉義市西區八德路181巷13號,23.4875334,120.4298134,保福里
10203(實價),住宅大樓(含車位),嘉義市嘉義市八德路301~330號,18.7,3房/2廳/2衛,2 /共12層,35.68,3.28,--,#NAME?,9.5萬,338萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10204(實價),住宅大樓(含車位),嘉義市嘉義市八德路301~330號,18.8,4房/2廳/1衛,7 /共12層,73.99,6.9,--,#NAME?,4.5萬,330萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10204(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.4,2房/1廳/1衛,9 /共16層,20.8,2.22,--,#NAME?,6萬,125萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10206(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.6,3房/2廳/2衛,15 /共16層,34.26,3.74,--,#NAME?,7.6萬,260萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10206(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.6,3房/1廳/3衛,4 /共16層,38.87,4.12,--,#NAME?,7.5萬,290萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10206(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.9,3房/2廳/2衛,4 /共12層,35.68,3.28,--,#NAME?,6.6萬,235萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10206(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.6,3房/2廳/2衛,4 /共16層,28.12,3.74,--,#NAME?,9.1萬,255萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10207(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.7,3房/2廳/2衛,6 /共16層,34.58,3.74,--,#NAME?,9.6萬,332萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10208(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.1,0房/0廳/0衛,1 /共12層,64.04,6.04,--,#NAME?,12.1萬,773萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10208(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.8,3房/2廳/2衛,4 /共16層,38.87,4.12,--,#NAME?,9.1萬,355萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10208(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.8,3房/2廳/2衛,16 /共16層,34.21,3.63,--,#NAME?,6.7萬,230萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10209(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.2,3房/2廳/2衛,4 /共12層,35.68,3.28,--,#NAME?,10萬,358萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10209(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.8,3房/2廳/2衛,15 /共16層,34.26,3.74,--,#NAME?,8.6萬,293萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10209(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.2,3房/2廳/2衛,11 /共12層,32.07,2.97,--,#NAME?,6.4萬,206萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10210(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.9,3房/1廳/2衛,14 /共16層,34.58,3.74,--,#NAME?,6.9萬,240萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10210(實價),住宅大樓,嘉義市嘉義市八德路301~330號,18.9,3房/2廳/2衛,14 /共16層,34.26,3.74,--,#NAME?,7.4萬,252萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10212(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.1,1房/1廳/1衛,9 /共16層,20.8,2.22,--,#NAME?,5.3萬,110萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10212(實價),住宅大樓,嘉義市嘉義市八德路301~330號,19.4,3房/2廳/2衛,11 /共12層,32.07,2.97,--,#NAME?,10萬,320萬,600台灣嘉義市西區八德路330號,23.4912488,120.4302424,保安里
10205(實價),華廈,嘉義市嘉義市八德路331~360號,19.5,3房/2廳/2衛,8 /共8層,42,7.61,--,#NAME?,8.7萬,365萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10205(實價),華廈,嘉義市嘉義市八德路331~360號,19.5,3房/2廳/2衛,7 /共8層,42,7.61,--,#NAME?,6.9萬,288萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10206(實價),華廈(含車位),嘉義市嘉義市八德路331~360號,19.6,3房/2廳/2衛,4 /共8層,46,7.86,--,#NAME?,8萬,366萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10210(實價),住宅大樓,嘉義市嘉義市八德路331~360號,18.9,4房/1廳/3衛,1 /共16層,44.1,4.77,--,#NAME?,10.8萬,476萬,600台灣嘉義市西區八德路332號,23.4912823,120.4302195,保安里
10207(實價),華廈,嘉義市嘉義市八德路361~390號,19.7,3房/2廳/2衛,7 /共8層,40.5,7.45,--,#NAME?,9萬,365萬,600台灣嘉義市西區八德路360-366號,23.491668,120.4300767,保安里
10203(實價),透天厝,嘉義市嘉義市力行街31~60號,33.8,4房/2廳/4衛,1 /共3層,48.01,18.15,--,#NAME?,8.3萬,400萬,600台灣嘉義市西區力行街29-35號,23.4739588,120.4380111,永和里
10207(實價),透天厝,嘉義市嘉義市力行街51巷1~30號,34.2,4房/2廳/3衛,1 /共3層,39.29,15.43,--,#NAME?,9.7萬,380萬,600台灣嘉義市西區力行街30號,23.4736351,120.4381021,永和里
10207(實價),公寓,嘉義市嘉義市上海路91~120號,29.4,3房/2廳/2衛,4 /共5層,26.89,8.9,--,#NAME?,3.3萬,90萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10207(實價),公寓,嘉義市嘉義市上海路91~120號,29.4,3房/2廳/2衛,1 /共5層,23.98,8.75,--,#NAME?,6.2萬,148萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10210(實價),公寓,嘉義市嘉義市上海路91~120號,29.7,3房/2廳/2衛,5 /共5層,25.97,10.23,--,#NAME?,3.4萬,87萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10210(實價),透天厝,嘉義市嘉義市上海路91~120號,0.8,3房/2廳/4衛,1 /共4層,92.65,38.42,--,#NAME?,16.2萬,1500萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10210(實價),透天厝,嘉義市嘉義市上海路91~120號,0.8,3房/2廳/4衛,1 /共4層,94.95,39.02,--,#NAME?,16.9萬,1600萬,600台灣嘉義市西區上海路120號,23.4655479,120.432025,車店里
10208(實價),透天厝,嘉義市嘉義市上海路241~270號,6.6,6房/2廳/4衛,1 /共4層,73.4,29.34,--,#NAME?,18.9萬,1388萬,600台灣嘉義市西區上海路239號,23.4678092,120.4337264,車店里
10211(實價),透天厝,嘉義市嘉義市上海路241~270號,6.8,4房/1廳/4衛,1 /共4層,86.98,37.81,--,#NAME?,21.8萬,1900萬,600台灣嘉義市西區上海路239號,23.4678092,120.4337264,車店里
10208(實價),透天厝,嘉義市嘉義市上海路31~60號,28.2,3房/3廳/3衛,1 /共2層,30.14,22.99,--,#NAME?,33.2萬,1000萬,600台灣嘉義市西區上海路27號,23.4638356,120.4302462,車店里
10205(實價),透天厝,嘉義市嘉義市上海路16巷1~30號,27.8,4房/2廳/2衛,1 /共2層,32.69,23.59,--,#NAME?,11.3萬,370萬,600台灣嘉義市西區上海路30號,23.4640227,120.4306926,車店里
10210(實價),透天厝,嘉義市嘉義市上海路61~90號,0.8,3房/2廳/4衛,1 /共4層,92.62,38.42,--,#NAME?,16.2萬,1500萬,600台灣嘉義市西區上海路90號,23.4651748,120.4316949,車店里
10204(實價),透天厝,嘉義市嘉義市大仁街121~150號,2.3,3房/3廳/3衛,1 /共4層,65.89,34.45,--,#NAME?,13.5萬,890萬,600台灣嘉義市西區大仁街156號,23.4659258,120.4157319,劉厝里
10207(實價),透天厝,嘉義市嘉義市大仁街1~30號,0.4,3房/1廳/3衛,1 /共4層,66.43,28.33,--,#NAME?,13.2萬,880萬,600台灣嘉義市西區大仁街30號,23.4659594,120.4177813,劉厝里
10207(實價),透天厝,嘉義市嘉義市大仁街1~30號,0.4,3房/1廳/3衛,1 /共4層,74.39,34.34,--,#NAME?,16.1萬,1200萬,600台灣嘉義市西區大仁街30號,23.4659594,120.4177813,劉厝里
10205(實價),透天厝,嘉義市嘉義市大平街91~120號,7.7,4房/2廳/3衛,1 /共3層,51.84,26.14,--,#NAME?,9.8萬,510萬,600台灣嘉義市西區大平街79-95號,23.4690662,120.416366,劉厝里
10208(實價),透天厝,嘉義市嘉義市大平街91~120號,7.9,5房/1廳/4衛,1 /共3層,51.84,26.14,--,#NAME?,12萬,620萬,600台灣嘉義市西區大平街79-95號,23.4690662,120.416366,劉厝里
10203(實價),透天厝,嘉義市嘉義市大吉街61~90號,0.1,4房/2廳/4衛,1 /共4層,66.73,35.97,--,#NAME?,14.4萬,960萬,600台灣嘉義市西區大吉街63號,23.4652186,120.4180094,劉厝里
10203(實價),透天厝,嘉義市嘉義市劉厝里16鄰大吉街61~90號,0.1,4房/2廳/4衛,1 /共4層,74.39,42.04,--,#NAME?,18.6萬,1380萬,600台灣嘉義市西區大吉街63號,23.4652186,120.4180094,劉厝里
10201(實價),透天厝,嘉義市嘉義市大同路635巷1~30號,8.2,3房/2廳/2衛,1 /共3層,48.21,29.12,--,#NAME?,9.3萬,450萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,68.69,27.53,--,#NAME?,12.5萬,857萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,62.74,30.55,--,#NAME?,13.4萬,842萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,55.91,26.01,--,#NAME?,14萬,785萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,61.95,29.04,--,#NAME?,13.7萬,846萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,64.82,31.76,--,#NAME?,13.2萬,855萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,63.44,30.25,--,#NAME?,13.2萬,836萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,61.95,29.04,--,#NAME?,13.7萬,850萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,5房/2廳/3衛,1 /共4層,61.95,29.04,--,#NAME?,13.7萬,850萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷31~60號,0.2,5房/2廳/3衛,1 /共4層,56.14,25.71,--,#NAME?,13.9萬,780萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10205(實價),透天厝,嘉義市嘉義市大同路158巷1~30號,0.2,4房/3廳/5衛,1 /共4層,67.79,37.21,--,#NAME?,13.4萬,910萬,600台灣嘉義市西區大同路11號,23.474944,120.4326618,磚?里
10206(實價),透天厝,嘉義市嘉義市大同路121~150號,0.1,5房/3廳/6衛,1 /共3層,161.58,116.76,--,#NAME?,20.5萬,3320萬,600台灣嘉義市西區大同路196號,23.4770448,120.4291685,磚瑤里
10209(實價),透天厝,嘉義市嘉義市大同路271~300號,0.3,3房/1廳/3衛,1 /共4層,56.44,23.59,--,#NAME?,16.5萬,931萬,600台灣嘉義市西區大同路242號,23.4772251,120.4277841,磚?里
10209(實價),透天厝,嘉義市嘉義市大同路271~300號,0.3,3房/1廳/3衛,1 /共4層,55.7,23.9,--,#NAME?,16.8萬,936萬,600台灣嘉義市西區大同路242號,23.4772251,120.4277841,磚?里
10209(實價),透天厝,嘉義市嘉義市大同路271~300號,0.3,0房/0廳/0衛,1 /共4層,56.4,23.59,--,#NAME?,16.8萬,946萬,600台灣嘉義市西區大同路242號,23.4772251,120.4277841,磚?里
10209(實價),透天厝,嘉義市嘉義市大同路271~300號,0.3,0房/0廳/0衛,1 /共4層,61.32,29.34,--,#NAME?,17.9萬,1100萬,600台灣嘉義市西區大同路242號,23.4772251,120.4277841,磚?里
10210(實價),透天厝,嘉義市嘉義市大同路271~300號,0.3,3房/2廳/3衛,1 /共4層,59.99,25.41,--,#NAME?,17.3萬,1035萬,600台灣嘉義市西區大同路242號,23.4772251,120.4277841,磚?里
10210(實價),透天厝,嘉義市嘉義市大同路271~300號,0.3,3房/2廳/3衛,1 /共4層,60.32,27.53,--,#NAME?,18.2萬,1100萬,600台灣嘉義市西區大同路242號,23.4772251,120.4277841,磚?里
10203(實價),透天厝,嘉義市嘉義市大同路301~330號,1.5,4房/1廳/4衛,1 /共4層,60.64,34.18,--,#NAME?,19.8萬,1200萬,600台灣嘉義市西區大同路321號,23.4768142,120.4259655,西平里
10201(實價),住宅大樓(含車位),嘉義市嘉義市大同路391~420號,18.6,3房/2廳/2衛,10 /共13層,30.88,5.14,--,#NAME?,8.4萬,260萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10201(實價),住宅大樓(含車位),嘉義市嘉義市大同路391~420號,18.6,2房/2廳/2衛,12 /共13層,28.05,3.51,--,#NAME?,6.6萬,186萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10206(實價),住宅大樓(含車位),嘉義市嘉義市大同路391~420號,19,3房/2廳/2衛,3 /共13層,33.28,4.15,--,#NAME?,7.5萬,250萬,600台灣嘉義市西區大同路403號,23.4763639,120.4245046,磚瑤里
10212(實價),透天厝,嘉義市嘉義市大同路781~810號,10.6,5房/2廳/5衛,1 /共3層,58.03,25.33,--,#NAME?,15.7萬,910萬,600台灣嘉義市西區大同路438-444號,23.4747047,120.4163972,港坪里
10206(實價),透天厝,嘉義市嘉義市大同路438巷1弄1~30號,0.3,3房/2廳/3衛,1 /共3層,61.08,30.97,--,#NAME?,10.8萬,660萬,600台灣嘉義市西區大同路438巷1弄32號,23.4749078,120.4159637,港坪里
10206(實價),透天厝,嘉義市嘉義市大同路438巷1弄1~30號,0.3,3房/2廳/3衛,1 /共3層,60.98,24.22,--,#NAME?,10.3萬,628萬,600台灣嘉義市西區大同路438巷1弄32號,23.4749078,120.4159637,港坪里
10206(實價),透天厝,嘉義市嘉義市大同路438巷1弄1~30號,0.3,3房/2廳/3衛,1 /共3層,52.54,24.44,--,#NAME?,11.7萬,616萬,600台灣嘉義市西區大同路438巷1弄32號,23.4749078,120.4159637,港坪里
10206(實價),透天厝,嘉義市嘉義市大同路438巷1弄1~30號,0.3,3房/2廳/3衛,1 /共3層,52.36,28.7,--,#NAME?,11.8萬,620萬,600台灣嘉義市西區大同路438巷1弄32號,23.4749078,120.4159637,港坪里
10211(實價),透天厝,嘉義市嘉義市大同路438巷1弄1~30號,0.8,4房/2廳/3衛,1 /共3層,52.52,26.41,--,#NAME?,13.3萬,700萬,600台灣嘉義市西區大同路438巷1弄32號,23.4749078,120.4159637,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路451~480號,0.3,3房/1廳/3衛,1 /共4層,65.68,38.53,--,#NAME?,15萬,982萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路451~480號,0.3,3房/1廳/3衛,1 /共3層,59.09,31.05,--,#NAME?,15.5萬,918萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路451~480號,0.3,6房/2廳/6衛,1 /共4層,116.68,56.27,--,#NAME?,15萬,1750萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路451~480號,0.3,3房/1廳/3衛,1 /共3層,56.66,27.23,--,#NAME?,15.2萬,860萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路451~480號,0.3,3房/1廳/3衛,1 /共3層,56.66,27.23,--,#NAME?,15.2萬,860萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路451~480號,0.3,3房/1廳/3衛,1 /共3層,56.66,27.23,--,#NAME?,15萬,850萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路451~480號,0.3,3房/2廳/3衛,1 /共3層,56.66,27.23,--,#NAME?,15.7萬,888萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10209(實價),華廈(含車位),嘉義市嘉義市大同路451~480號,19.1,3房/2廳/3衛,5 /共8層,46.67,7.08,--,#NAME?,7.5萬,350萬,600台灣嘉義市西區大同路449-453號,23.4761675,120.4231992,港坪里
10205(實價),透天厝,嘉義市嘉義市大同路481~510號,0.3,3房/1廳/3衛,1 /共3層,56.66,27.23,--,#NAME?,15.5萬,880萬,600台灣嘉義市西區大同路481號,23.4759013,120.4225765,港坪里
10203(實價),透天厝,嘉義市嘉義市大同路631~660號,17.5,6房/1廳/4衛,1 /共4層,60.46,26.43,--,#NAME?,11.1萬,670萬,600台灣嘉義市西區大同路631號,23.4750108,120.4181034,港坪里
10203(實價),透天厝,嘉義市嘉義市大安街61~90號,28.4,5房/2廳/3衛,1 /共2層,32.69,26.17,--,#NAME?,7.8萬,256萬,600台灣嘉義市西區大安街116號,23.4814816,120.4103629,大溪里
10201(實價),透天厝,嘉義市嘉義市大安街121~150號,0.2,5房/3廳/4衛,1 /共3層,55.32,23.12,--,#NAME?,9萬,500萬,600台灣嘉義市西區大安街123號,23.4811438,120.4099582,大溪里
10201(實價),透天厝,嘉義市嘉義市大利街220巷1~30號,9.7,4房/3廳/4衛,1 /共3層,45.41,30.99,--,#NAME?,11.3萬,512萬,600台灣嘉義市西區大利街37號,23.4638141,120.4167692,劉厝里
10204(實價),透天厝,嘉義市嘉義市大利街220巷1~30號,9.9,4房/2廳/4衛,1 /共3層,45.41,30.99,--,#NAME?,12.9萬,588萬,600台灣嘉義市西區大利街37號,23.4638141,120.4167692,劉厝里
10201(實價),透天厝,嘉義市嘉義市大利街61~90號,5.5,4房/2廳/4衛,1 /共3層,51.31,25.1,--,#NAME?,14.1萬,725萬,600台灣嘉義市西區大利街61號,23.4646786,120.4167509,劉厝里
10211(實價),透天厝,嘉義市嘉義市大和街1~30號,0.3,7房/3廳/5衛,1 /共4層,95.81,45.88,--,#NAME?,15.7萬,1508萬,600台灣嘉義市西區大和街20-96號,23.4682624,120.4176537,劉厝里
10211(實價),透天厝,嘉義市嘉義市大信街181~210號,8.4,5房/3廳/6衛,1 /共3層,68,42.76,--,#NAME?,18.1萬,1230萬,600台灣嘉義市西區大信街186號,23.4671227,120.4147306,劉厝里
10210(實價),透天厝,嘉義市嘉義市大信街97巷1~30號,4.8,5房/1廳/3衛,1 /共3層,44.15,27.7,--,#NAME?,16.8萬,740萬,600台灣嘉義市西區大信街30號,23.4670192,120.4180346,劉厝里
10205(實價),透天厝,嘉義市嘉義市大信街31~60號,2.1,4房/2廳/3衛,1 /共3層,51.04,31.06,--,#NAME?,18.2萬,930萬,600台灣嘉義市西區大信街32號,23.4670156,120.4179911,劉厝里
10203(實價),透天厝,嘉義市嘉義市大信街61~90號,1.5,5房/2廳/6衛,1 /共4層,162.49,101.28,--,#NAME?,12.3萬,2000萬,600台灣嘉義市西區大信街36號,23.4670203,120.4179531,劉厝里
10205(實價),透天厝,嘉義市嘉義市大統路181~210號,8.6,4房/3廳/3衛,1 /共4層,54.4,24.2,--,#NAME?,16.4萬,890萬,600台灣嘉義市西區大統路186號,23.4730661,120.4256125,磚瑤里
10207(實價),透天厝,嘉義市嘉義市大統路181~210號,8.8,4房/3廳/3衛,1 /共4層,55.83,23.59,--,#NAME?,16.9萬,945萬,600台灣嘉義市西區大統路186號,23.4730661,120.4256125,磚瑤里
10201(實價),華廈(含車位),嘉義市嘉義市大統路211~240號,20.2,4房/2廳/2衛,4 /共7層,45.79,9.07,--,#NAME?,8.3萬,378萬,600台灣嘉義市西區大統路211號,23.4735813,120.425259,磚?里
10205(實價),華廈(含車位),嘉義市嘉義市大統路211~240號,20.3,3房/2廳/2衛,5 /共7層,40.16,6.75,--,#NAME?,8萬,320萬,600台灣嘉義市西區大統路211號,23.4735813,120.425259,磚?里
10205(實價),華廈,嘉義市嘉義市大統路211~240號,20.3,3房/2廳/2衛,7 /共7層,39.68,6.75,--,#NAME?,6萬,240萬,600台灣嘉義市西區大統路211號,23.4735813,120.425259,磚?里
10208(實價),華廈,嘉義市嘉義市大統路211~240號,20.5,3房/2廳/2衛,7 /共7層,39.68,6.75,--,#NAME?,8.2萬,325萬,600台灣嘉義市西區大統路211號,23.4735813,120.425259,磚?里
10212(實價),透天厝,嘉義市嘉義市大統路13巷1~30號,4.4,4房/2廳/3衛,1 /共4層,67.13,29.65,--,#NAME?,12.9萬,865萬,600台灣嘉義市西區大統路30號,23.4696881,120.4277597,磚?里
10204(實價),透天厝,嘉義市嘉義市大富一街61~90號,6.3,4房/2廳/5衛,1 /共4層,67.58,41.16,--,#NAME?,12.9萬,870萬,600台灣嘉義市西區大富一街61號,23.4619118,120.4156616,劉厝里
10208(實價),透天厝,嘉義市嘉義市大富二街31~60號,8.8,5房/3廳/3衛,1 /共4層,61.25,47.1,--,#NAME?,19.3萬,1180萬,600台灣嘉義市西區大富二街60號,23.4632006,120.4138595,劉厝里
10208(實價),透天厝,嘉義市嘉義市大富三街1~30號,10.2,4房/2廳/4衛,1 /共4層,67.65,44.55,--,#NAME?,13.5萬,910萬,600台灣嘉義市西區大富三街37-39號,23.4636438,120.414472,劉厝里
10212(實價),透天厝,嘉義市嘉義市大富三街61~90號,9.3,3房/2廳/3衛,1 /共3層,56.17,30.04,--,#NAME?,14.5萬,815萬,600台灣嘉義市西區大富三街61號,23.4635612,120.4138906,劉厝里
10205(實價),透天厝,嘉義市嘉義市大富西街31~60號,7.9,4房/3廳/4衛,1 /共4層,56.46,28.16,--,#NAME?,10.3萬,580萬,600台灣嘉義市西區大富西街60號,23.4645284,120.4136174,劉厝里
10206(實價),透天厝,嘉義市嘉義市大富西街31~60號,8.5,4房/3廳/3衛,1 /共3層,50.39,30.13,--,#NAME?,13.9萬,700萬,600台灣嘉義市西區大富西街60號,23.4645284,120.4136174,劉厝里
10208(實價),透天厝,嘉義市嘉義市大富西街31~60號,3.8,5房/4廳/6衛,1 /共5層,111.73,47.78,--,#NAME?,15.1萬,1688萬,600台灣嘉義市西區大富西街60號,23.4645284,120.4136174,劉厝里
10202(實價),透天厝,嘉義市嘉義市大富西街85巷1~30號,6.2,5房/2廳/4衛,1 /共4層,58.48,33.26,--,#NAME?,12.4萬,725萬,600台灣嘉義市西區大富西街85巷30號,23.4641137,120.4128236,劉厝里
10204(實價),透天厝,嘉義市嘉義市大富東街1~30號,0.7,5房/2廳/3衛,1 /共4層,61.45,30.06,--,#NAME?,12.2萬,750萬,600台灣嘉義市西區大富東街38號,23.4643362,120.4162635,劉厝里
10208(實價),透天厝,嘉義市嘉義市民族路751~780號,20.3,6房/3廳/3衛,1 /共4層,85.56,13.11,--,#NAME?,8.5萬,730萬,600台灣嘉義市西區大華公路749號,23.4751917,120.4414747,書院里
10201(實價),華廈,嘉義市嘉義市大華路211~240號,15.9,3房/2廳/2衛,3 /共8層,54.39,8.53,--,#NAME?,5.5萬,300萬,600台灣嘉義市西區大華路211號,23.4737087,120.4230601,港坪里
10212(實價),華廈,嘉義市嘉義市大華路211~240號,16.8,3房/1廳/2衛,1 /共8層,53.27,8.26,--,#NAME?,6萬,320萬,600台灣嘉義市西區大華路211號,23.4737087,120.4230601,港坪里
10210(實價),透天厝,嘉義市嘉義市大溪路151~180號,0.2,4房/1廳/4衛,1 /共4層,49.6,27.8,--,#NAME?,13.9萬,690萬,600台灣嘉義市西區大溪路121-171號,23.4834687,120.4108317,大溪里
